master_customer_id,mean_qty,std_qty,n_weeks
630.0,388.6666666666667,827.5929526271325,15
631.0,4097.086956521739,2871.3025292526654,46
632.0,2133.081632653061,1921.7358671777135,49
633.0,460.1818181818182,1029.197436664299,11
634.0,297.0,189.77552529238326,17
635.0,2692.8823529411766,2541.3850645555094,34
636.0,386.0769230769231,426.51034796717056,13
637.0,1239.25,539.4586020570376,4
638.0,868.7142857142857,969.2217054346825,21
639.0,607.7333333333333,1089.067062520333,15
640.0,231.9047619047619,277.42276488455394,21
641.0,607.5,846.9990723557072,8
642.0,643.0,993.8778309516431,22
643.0,2539.7297297297296,3932.3634937715447,37
644.0,314.1333333333333,583.1131802252295,15
645.0,2806.782608695652,1891.3834902648316,46
646.0,357.3076923076923,265.03376659568767,13
647.0,308.1333333333333,252.68892978936617,15
648.0,576.5,1438.738236888738,8
649.0,2265.0,0.0,2
650.0,373.8333333333333,286.391922604904,12
651.0,1486.6666666666667,1795.559337179736,3
652.0,321.46666666666664,771.8784014769857,15
653.0,363.8333333333333,1072.28514129518,12
654.0,2174.714285714286,2342.829995231114,35
655.0,1905.0416666666667,1719.3605436551156,48
656.0,559.2272727272727,439.103191236539,22
657.0,1789.341463414634,1971.8357767541913,41
658.0,2014.2894736842106,1939.2783822004476,38
659.0,607.7333333333333,1089.067062520333,15
660.0,1383.0434782608695,1317.6532678923359,23
661.0,697.0,0.0,6
662.0,2147.782608695652,2021.6532498927536,46
663.0,1054.9259259259259,810.5542228303719,27
664.0,1155.7368421052631,1348.4403339716778,38
665.0,367.0,1027.4206538706528,11
666.0,283.7857142857143,472.08639668398195,14
667.0,347.8181818181818,876.3080301106248,11
668.0,4997.1875,6380.227154150848,48
669.0,2592.8297872340427,2105.173196625181,47
670.0,1054.9259259259259,810.5542228303719,27
671.0,408.1111111111111,495.3701758393526,9
672.0,900.5,625.4862108791848,4
673.0,398.8888888888889,1114.1251550481709,9
674.0,221.0625,274.5232154724502,16
675.0,1172.0,145.4922678357857,3
676.0,674.16,621.9778050702453,25
677.0,315.3636363636364,302.2268263166831,11
678.0,346.3,916.5401185375841,10
679.0,247.42857142857142,496.03531423380826,14
680.0,2147.782608695652,2021.6532498927536,46
681.0,346.4,700.393571897655,10
682.0,262.15384615384613,372.74585760136137,13
683.0,241.0,209.7764377763953,14
684.0,992.6428571428571,508.7690456375484,28
685.0,299.09090909090907,735.7228356583006,11
686.0,205.375,550.5957833716734,16
687.0,296.2,392.2544287093586,20
688.0,324.7,814.1633810919717,10
689.0,268.75,254.45990039511315,12
690.0,1555.4358974358975,1721.5322397102163,39
691.0,1600.0,0.0,2
692.0,3274.148936170213,2894.4423205344788,47
693.0,2441.7073170731705,3520.046926135378,41
694.0,3231.4324324324325,2185.486133824953,37
695.0,1585.0232558139535,1405.8048277524174,43
696.0,511.6666666666667,251.66777041700564,6
697.0,608.2,1007.5892333475455,20
698.0,277.1818181818182,726.4243688343362,11
699.0,432.75,998.7369409773163,12
700.0,590.5,796.8720097983113,20
701.0,293.3,363.2792161532075,10
702.0,688.125,1062.102435423878,16
703.0,261.54545454545456,552.8794377866415,11
704.0,517.0333333333333,607.8187390499161,30
705.0,3080.8958333333335,3124.925648406275,48
706.0,1155.36,937.3309127517348,25
707.0,196.42857142857142,218.52432157743704,14
708.0,3051.063829787234,2362.3907971472213,47
709.0,210.0,553.3818753808259,13
710.0,209.92307692307693,342.906805011328,13
711.0,190.35714285714286,441.37226693798743,14
712.0,235.84615384615384,330.20015297640464,13
713.0,290.55555555555554,517.3688507996764,9
714.0,969.0,1741.6682807010063,11
715.0,163.06666666666666,213.1067695735995,15
716.0,348.14285714285717,636.1298160416181,7
717.0,221.0,460.4530377790986,11
718.0,1598.2857142857142,1416.8137735452613,35
719.0,299.0,463.5277769454599,8
720.0,3336.439024390244,3287.295917990808,41
721.0,125.0,117.54148203932091,19
722.0,1872.972972972973,2201.407876368697,37
723.0,432.75,998.7369409773163,12
724.0,1630.7297297297298,1777.3078212823998,37
725.0,658.95,1451.087993813426,20
726.0,1323.8064516129032,1707.765741533946,31
727.0,190.7,287.6614715637501,10
728.0,156.41666666666666,164.61716376508437,12
729.0,103.38888888888889,90.9085764988417,18
730.0,1536.4375,1844.4541624171811,32
731.0,1555.4358974358975,1721.5322397102163,39
732.0,517.0333333333333,607.8187390499161,30
733.0,3755.6285714285714,2230.8259362808194,35
734.0,151.9090909090909,279.794015141659,11
735.0,617.7058823529412,492.7655077095345,17
736.0,123.15384615384616,49.4635322802671,13
737.0,533.3333333333334,83.71578903249572,3
738.0,978.7692307692307,1302.6483379284268,13
739.0,2133.081632653061,1921.7358671777135,49
740.0,4243.026315789473,4429.1100349834915,38
741.0,746.5,70.0035713374682,2
742.0,195.85714285714286,111.02766707961965,7
743.0,150.22222222222223,179.8073815071129,9
744.0,298.25,143.77847544051926,4
745.0,1402.4516129032259,1979.9879770461516,31
746.0,93.08333333333333,99.29154347707868,12
747.0,4105.235294117647,6098.5224890148265,34
748.0,91.45454545454545,155.16853008027346,11
749.0,501.0,404.4650788387052,2
750.0,99.5,224.23264208802826,10
751.0,98.9,294.5140819119596,10
752.0,89.18181818181819,163.1862850743396,11
753.0,859.2,2890.4656866522887,15
754.0,1786.7894736842106,2952.829557841227,19
755.0,53.8,55.127384950027974,15
756.0,100.375,66.52590794999665,8
757.0,95.75,229.7350958946288,8
758.0,74.55555555555556,108.0521993194853,9
759.0,4302.418604651163,3351.7265574381363,43
760.0,100.0,0.0,6
761.0,559.2962962962963,766.284232003063,27
762.0,40.2,30.35640148487813,10
763.0,321.46666666666664,771.8784014769857,15
764.0,287.6,665.5874650894581,20
765.0,1241.1515151515152,1620.7361390972183,33
766.0,1357.9032258064517,2172.1387671269795,31
767.0,1992.888888888889,3326.4086234494293,36
768.0,5471.6122448979595,4577.924911173941,49
769.0,60.0,0.0,2
770.0,559.2962962962963,766.284232003063,27
