master_customer_id,mean_qty,std_qty,n_weeks
334.0,1832.923076923077,2218.2750219200716,39
335.0,1411.8125,1220.7045939313741,32
336.0,1554.7931034482758,1104.1513670594763,29
337.0,1367.6739130434783,1342.3702925852685,46
338.0,1318.4705882352941,1595.2935748688471,34
339.0,1583.357142857143,2043.633550797963,28
340.0,2139.8048780487807,1902.7021997610686,41
341.0,1580.0714285714287,1679.8634628946047,28
342.0,1474.0,1094.6099900434997,34
343.0,1217.0555555555557,1111.8166843875565,36
344.0,1410.967741935484,1244.985929876879,31
345.0,2155.722222222222,2275.5823193335573,36
346.0,4324.4,1702.069472403782,10
347.0,2493.529411764706,2425.0321419943866,17
348.0,1402.4516129032259,1979.9879770461516,31
349.0,1360.6129032258063,1291.9371934532874,31
350.0,1319.861111111111,1291.2631501811986,36
351.0,1218.9705882352941,1219.1479261252102,34
352.0,1656.68,1523.5850189602154,25
353.0,1322.2903225806451,1752.7371773609489,31
354.0,1411.2068965517242,1489.3868915791766,29
355.0,1241.1515151515152,1620.7361390972183,33
356.0,1347.4333333333334,1846.9199837666984,30
357.0,1347.0666666666666,961.4615287490019,30
358.0,3194.720930232558,4673.330189824268,43
359.0,1598.0666666666666,1211.0366016659912,30
360.0,1485.6097560975609,1704.0487357767793,41
361.0,1408.9285714285713,1423.3099120782188,28
362.0,1323.8064516129032,1707.765741533946,31
363.0,4038.68,3800.2906625677983,50
364.0,1434.6666666666667,1488.5243079589313,27
365.0,1045.8648648648648,842.4859762156993,37
366.0,1839.8095238095239,1480.0002911840127,21
367.0,1413.7666666666667,1452.750700860466,30
368.0,1010.2894736842105,1082.389920946829,38
369.0,1353.7857142857142,1562.0181712117717,28
370.0,2453.681818181818,2523.972964259502,44
371.0,2097.4772727272725,2358.0286453931626,44
372.0,1983.1724137931035,2199.7016204957945,29
373.0,1298.344827586207,1365.658090337561,29
374.0,1131.4545454545455,1331.2535467302307,33
375.0,1318.2857142857142,1126.3619199010477,28
376.0,2139.8048780487807,1902.7021997610686,41
377.0,1756.9736842105262,1977.52540540406,38
378.0,2277.62,1967.1173033924845,50
379.0,1280.2857142857142,1237.434977181154,28
380.0,1428.12,2073.289964444594,25
381.0,2505.0,2392.8150904620397,36
382.0,1285.4444444444443,1104.5274775748896,27
383.0,3956.2127659574467,3157.0219796247043,47
384.0,2155.722222222222,2275.5823193335573,36
385.0,1063.375,1040.9675322630417,32
386.0,1095.4193548387098,840.2906947080297,31
387.0,1256.5925925925926,1291.0483295267413,27
388.0,2087.969696969697,1920.8577264605076,33
389.0,1326.52,1287.6428438559092,25
390.0,1786.7894736842106,2952.829557841227,19
391.0,1573.1904761904761,2863.2483060162212,21
392.0,1122.5384615384614,827.5804888873616,39
393.0,2459.5588235294117,2201.8720848980124,34
394.0,1879.8235294117646,1693.2073940931646,17
395.0,1101.448275862069,1187.765777361817,29
396.0,996.3125,986.7734137892501,32
397.0,1095.7586206896551,921.0371349413045,29
398.0,1381.1739130434783,830.0058407337709,23
399.0,3232.6744186046512,4478.228761893905,43
400.0,1069.7931034482758,1001.8088775278427,29
401.0,1624.842105263158,3712.291689077694,19
402.0,1102.392857142857,1238.9107324218535,28
403.0,4695.395833333333,4006.33552912099,48
404.0,1023.4,1231.8232799811215,30
405.0,1756.9736842105262,1977.52540540406,38
406.0,1313.391304347826,1738.8789162490568,23
407.0,1312.8260869565217,894.6657909355624,23
408.0,964.0645161290323,814.892464704551,31
409.0,894.0909090909091,731.5868183115882,33
410.0,2977.766666666667,3318.5568808240077,30
411.0,1388.361111111111,1313.2740798211764,36
412.0,4302.418604651163,3351.7265574381363,43
413.0,2306.0243902439024,2056.703971015334,41
414.0,12813.229166666666,23806.842839142737,48
415.0,1182.5,1351.3533635002645,24
416.0,1357.9032258064517,2172.1387671269795,31
417.0,1383.0434782608695,1317.6532678923359,23
418.0,820.8857142857142,749.3437823867499,35
419.0,874.3548387096774,920.8308403605624,31
420.0,1290.6190476190477,1565.946119002518,21
421.0,1176.608695652174,1140.3068063675762,23
422.0,1168.4782608695652,1160.2122403628343,23
423.0,1109.0,2027.3473780544737,24
424.0,1061.0333333333333,875.7693163169733,30
425.0,1155.36,937.3309127517348,25
426.0,1186.909090909091,1902.7877270465915,22
427.0,1448.6666666666667,2068.480800860722,18
428.0,1832.923076923077,2218.2750219200716,39
429.0,1419.8333333333333,1920.9375238638643,18
430.0,3186.0,0.0,8
431.0,1269.35,1187.343132021192,20
432.0,1495.2857142857142,2028.9753786352396,42
433.0,11276.38,18927.975801830842,50
434.0,1064.774193548387,1134.203118483852,31
435.0,4515.851063829788,7890.132208014293,47
436.0,3246.125,3563.0988582137675,48
437.0,1178.857142857143,1339.1712095812948,21
438.0,2606.0,988.9276723686476,35
439.0,992.6428571428571,508.7690456375484,28
440.0,1575.8484848484848,1440.146088970059,33
441.0,5203.155555555555,11086.004204638051,45
442.0,3148.7021276595747,2803.409693452458,47
443.0,1219.88,1292.297931335237,25
444.0,882.074074074074,793.2527934410282,27
445.0,1118.6666666666667,1216.3863832406762,21
446.0,924.36,826.4053121804095,25
447.0,1040.9545454545455,1051.5240856002315,22
448.0,5472.916666666667,9110.506475944514,48
449.0,904.16,988.3084319516183,25
450.0,1510.344827586207,791.1261537409853,29
451.0,1111.85,1333.3477958645458,20
452.0,1476.4666666666667,3632.9413873347203,15
453.0,1006.0454545454545,818.3019280525651,22
454.0,10664.826086956522,8235.685783505685,46
455.0,895.2903225806451,1072.257624315736,31
456.0,991.5454545454545,1022.6863191415572,22
457.0,2087.969696969697,1920.8577264605076,33
458.0,1510.344827586207,791.1261537409853,29
459.0,1180.2222222222222,1123.087841913354,18
460.0,3545.2727272727275,5444.279183651905,33
461.0,1388.361111111111,1313.2740798211764,36
462.0,1485.6097560975609,1704.0487357767793,41
463.0,1054.9259259259259,810.5542228303719,27
464.0,1140.6,1151.7479831398302,25
465.0,2150.25641025641,1986.5502460023602,39
466.0,1709.780487804878,1451.2687640853283,41
467.0,3349.7948717948716,4357.323008329813,39
468.0,1045.7368421052631,838.6850714796389,19
469.0,1419.0,1240.9056246269372,14
470.0,2174.714285714286,2342.829995231114,35
471.0,1983.1724137931035,2199.7016204957945,29
472.0,938.8571428571429,1190.0449691383217,21
473.0,874.1363636363636,1150.5354983225998,22
474.0,974.5263157894736,1628.7608912715434,19
475.0,2878.4166666666665,3024.997335299888,36
476.0,1827.6,653.9227273411847,10
477.0,790.1304347826087,993.3449599641435,23
478.0,901.4,813.4622819839444,20
479.0,1575.8484848484848,1440.146088970059,33
480.0,1055.0,1094.336100108189,17
481.0,979.0,2495.772213399386,18
482.0,666.9230769230769,544.4113094399802,26
483.0,3627.1041666666665,3770.951323278446,48
484.0,742.2608695652174,618.633627616048,23
485.0,772.1818181818181,753.3806118558841,22
486.0,1198.2142857142858,3845.639672279631,14
487.0,1113.7333333333333,1222.3885556370285,15
488.0,717.9130434782609,974.2898538769605,23
489.0,697.9565217391304,615.433806961389,23
490.0,2302.340909090909,3158.3452684224685,44
491.0,1919.7428571428572,1894.230455928757,35
492.0,2958.733333333333,3612.7587026645115,30
493.0,985.3125,1312.5231029712709,16
494.0,972.4375,1162.1408961481393,16
495.0,3697.717391304348,3838.561719435164,46
496.0,8165.705882352941,6086.573329202953,51
497.0,3288.6938775510203,2607.348670936961,49
498.0,724.9047619047619,1150.2946537631958,21
499.0,3358.153846153846,3554.0158704896503,13
500.0,1003.4666666666667,970.3372658636838,15
501.0,1655.2222222222222,736.114253662055,9
502.0,674.3181818181819,655.5688468704207,22
503.0,13541.54347826087,28588.080972248652,46
504.0,658.8636363636364,770.5947174843068,22
505.0,559.2962962962963,766.284232003063,27
506.0,1587.825,1878.8363131647914,40
507.0,1633.0,1671.67465933616,37
508.0,832.7647058823529,906.991698515742,17
509.0,673.9655172413793,669.9419741802068,29
510.0,1522.6363636363637,2236.6294510124744,33
511.0,4368.3,4042.8383986932645,40
512.0,725.6842105263158,763.4298376138205,19
513.0,810.5882352941177,1137.6510920985138,17
514.0,625.2727272727273,543.322072493723,22
515.0,1629.409090909091,1865.548679414255,44
516.0,2087.969696969697,1920.8577264605076,33
517.0,868.7142857142857,969.2217054346825,21
518.0,704.5,645.9295074320638,22
519.0,739.6111111111111,671.9971234960221,18
520.0,693.2105263157895,1055.6649604736958,19
521.0,2408.425531914894,2323.1919547175576,47
522.0,1583.9782608695652,1205.718605260972,46
523.0,2076.586956521739,2100.8996123469155,46
524.0,611.2857142857143,516.7064101457561,21
525.0,2512.7872340425533,1782.545248357579,47
526.0,386.06060606060606,249.09761382261615,33
527.0,604.5238095238095,670.380908070003,21
528.0,824.2666666666667,2629.533458529062,15
529.0,686.5555555555555,543.5695985766054,18
530.0,762.25,698.9061453442802,16
531.0,807.8,557.5366996248512,15
532.0,431.32142857142856,342.31370208468235,28
533.0,670.0555555555555,615.7694824815172,18
534.0,1360.875,662.2177763646437,16
535.0,859.2,2890.4656866522887,15
536.0,942.5217391304348,655.130512296819,23
537.0,1122.5384615384614,827.5804888873616,39
538.0,857.625,963.0203411243995,32
539.0,699.75,1368.0324313894512,16
540.0,658.95,1451.087993813426,20
541.0,3558.56,2627.0058781970074,50
542.0,730.5769230769231,676.1333107059241,26
543.0,685.875,1266.2975887734026,16
544.0,517.0333333333333,607.8187390499161,30
545.0,543.7,395.09254079199434,20
546.0,831.2307692307693,2258.6125222448018,13
547.0,527.7,520.8947868306692,20
548.0,1797.695652173913,1450.031216055789,46
549.0,580.2222222222222,589.2696931302594,18
550.0,1740.5,988.8050869610249,6
551.0,13289.530612244898,26073.36357608888,49
552.0,1419.625,2454.024499585368,24
553.0,942.5217391304348,655.130512296819,23
554.0,813.25,1427.7105719552292,12
555.0,1360.875,662.2177763646437,16
556.0,867.0,1837.747262275202,11
557.0,1749.53125,1994.665918900755,32
558.0,643.0,993.8778309516431,22
559.0,579.375,523.092327733196,16
560.0,608.2,1007.5892333475455,20
561.0,6784.0,4574.23737794002,40
562.0,563.8125,1164.278387027776,16
563.0,500.55555555555554,449.00022562842776,18
564.0,3194.720930232558,4673.330189824268,43
565.0,1575.8484848484848,1440.146088970059,33
566.0,617.7058823529412,492.7655077095345,17
567.0,492.94444444444446,462.55905470001045,18
568.0,520.1176470588235,703.1536889571992,17
569.0,590.5,796.8720097983113,20
570.0,611.2857142857143,644.1791949177148,14
571.0,608.7142857142857,553.7728538185794,14
572.0,501.1764705882353,497.2533603825767,17
573.0,496.47058823529414,377.0122872080993,17
574.0,1140.6,1151.7479831398302,25
575.0,4603.382978723404,7609.220512421788,47
576.0,377.6363636363636,422.60851471540036,22
577.0,1166.5714285714287,3064.8883534392603,7
578.0,1675.025641025641,1674.2355284094272,39
579.0,688.125,1062.102435423878,16
580.0,2522.0227272727275,2598.825919961196,44
581.0,1597.452380952381,1158.9284201550038,42
582.0,1905.0416666666667,1719.3605436551156,48
583.0,559.2272727272727,439.103191236539,22
584.0,464.7647058823529,498.0459980528612,17
585.0,6461.510638297872,8783.88589573158,47
586.0,486.9375,747.0363193981937,16
587.0,1598.0666666666666,1211.0366016659912,30
588.0,2410.8536585365855,2287.100681659813,41
589.0,1064.774193548387,1134.203118483852,31
590.0,960.875,1926.7356136740711,8
591.0,2065.423076923077,1638.7967335353562,26
592.0,489.3333333333333,445.8748489793755,15
593.0,547.9230769230769,1003.8146792393554,13
594.0,2139.8048780487807,1902.7021997610686,41
595.0,465.93333333333334,558.3935461490868,15
596.0,7134.851063829788,6259.443227701171,47
597.0,867.375,1406.8215653261313,16
598.0,867.375,1406.8215653261313,16
599.0,3336.439024390244,3287.295917990808,41
600.0,450.1333333333333,686.8152035369659,15
601.0,473.7142857142857,1346.6400597596412,14
602.0,365.3333333333333,443.8238919423148,18
603.0,1219.88,1292.297931335237,25
604.0,360.27777777777777,305.1531545182161,18
605.0,714.2222222222222,1803.4974894477796,9
606.0,337.5263157894737,800.6057684598757,19
607.0,437.85714285714283,448.7613477704461,14
608.0,1932.8974358974358,2658.5592239215803,39
609.0,598.2,281.42920957143025,10
610.0,427.14285714285717,702.2814313302102,14
611.0,1474.0,1094.6099900434997,34
612.0,1473.5,258.0755703277627,4
613.0,1319.861111111111,1291.2631501811986,36
614.0,895.2903225806451,1072.257624315736,31
615.0,483.1666666666667,711.2075305528981,12
616.0,297.1578947368421,514.4680384368882,19
617.0,1061.0333333333333,875.7693163169733,30
618.0,243.95652173913044,276.0013962844901,23
619.0,623.3333333333334,368.87125125170706,9
620.0,2873.5098039215686,2143.63733287652,51
621.0,500.72727272727275,371.7103955794325,11
622.0,366.1333333333333,352.3770031953737,15
623.0,287.6,665.5874650894581,20
624.0,673.9655172413793,669.9419741802068,29
625.0,414.9230769230769,466.7194841905327,13
626.0,2691.5,366.9884194358182,2
627.0,483.72727272727275,1000.1168022695241,11
628.0,588.6666666666666,925.0608088120478,9
629.0,2620.0,0.0,2
