sku,mean_qty,std_qty,n_weeks,min_qty,max_qty,cv,range_ratio,pattern
11336,31.125,29.152003116669114,8,2.0,94.0,0.9366105419010157,47.0,insufficient_data
11338,23.333333333333332,30.171730698343,3,3.0,58.0,1.2930741727861288,19.333333333333332,insufficient_data
11339,4655.371428571429,2030.8134719819034,35,1250.0,9240.0,0.4362301704904112,7.392,cyclical
11340,1186.6285714285714,505.497546727874,35,500.0,2150.0,0.42599475429730305,4.3,cyclical
11341,197.22222222222223,100.03471619615085,9,100.0,335.0,0.5072182793044269,3.35,insufficient_data
11342,24.125,19.917239481700985,8,2.0,60.0,0.8255850562363103,30.0,insufficient_data
11343,28.6,23.36236289419373,5,2.0,60.0,0.8168658354613192,30.0,insufficient_data
11346,18.125,16.813578696144035,8,2.0,48.0,0.9276457211665674,24.0,insufficient_data
11347,43.875,39.109507430145065,8,2.0,125.0,0.891384784732651,62.5,insufficient_data
11348,6734.322580645161,11036.204206722216,31,20.0,53264.0,1.6387994597171385,2663.2,bulk_oneoff
11349,843.0,,1,843.0,843.0,,1.0,insufficient_data
11357,100.0,0.0,5,100.0,100.0,0.0,1.0,insufficient_data
11358,166.8,261.9592843681374,25,50.0,1180.0,1.5704993067634134,23.6,bulk_oneoff
11359,71.0909090909091,27.678347296955955,11,47.0,100.0,0.3893373660697129,2.127659574468085,cyclical
11360,150.0,155.51403597301234,14,50.0,640.0,1.0367602398200824,12.8,bulk_oneoff
11361,800.0,346.41016151377545,3,600.0,1200.0,0.4330127018922193,2.0,insufficient_data
11364,4763.8,5731.657369382787,5,394.0,14530.0,1.203169186234264,36.878172588832484,insufficient_data
11365,744.75,476.8664208489977,4,254.0,1379.0,0.6403040226236961,5.429133858267717,insufficient_data
11366,2601.1176470588234,5687.8687779601705,17,4.0,23348.0,2.186701852717676,5837.0,bulk_oneoff
11373,13.0,,1,13.0,13.0,,1.0,insufficient_data
11375,1077.8,858.252726682032,15,3.0,2729.0,0.7963005443329301,909.6666666666666,bulk_oneoff
11376,10.0,0.0,6,10.0,10.0,0.0,1.0,insufficient_data
11377,135.16666666666666,161.50532405146802,12,4.0,456.0,1.194860597174856,114.0,bulk_oneoff
11387,128.28,159.36685142567552,25,1.0,599.0,1.2423359169447732,599.0,bulk_oneoff
11388,1958.111111111111,2950.4437990090764,9,6.0,8300.0,1.5067805816876632,1383.3333333333333,insufficient_data
11389,89.33333333333333,117.46050271035662,12,2.0,390.0,1.3148563736233951,195.0,bulk_oneoff
11390,121.75,162.49370617182237,12,12.0,570.0,1.3346505640396087,47.5,bulk_oneoff
11391,247.9047619047619,291.2455844750105,21,24.0,1320.0,1.1748285197801038,55.0,bulk_oneoff
11392,150.71428571428572,143.22792358767927,7,12.0,360.0,0.9503274550841279,30.0,insufficient_data
11393,787.5,911.4606409494597,2,143.0,1432.0,1.1574103377135996,10.013986013986013,insufficient_data
11394,1887.8,2992.585287005201,5,169.0,7222.0,1.5852236926608756,42.73372781065089,insufficient_data
11395,230.0,50.91168824543142,2,194.0,266.0,0.22135516628448443,1.3711340206185567,insufficient_data
11396,802.5,943.4113630861142,4,60.0,2100.0,1.175590483596404,35.0,insufficient_data
11397,1455.0,1741.2926233117742,4,120.0,3900.0,1.1967646895613568,32.5,insufficient_data
11398,1530.0,2205.3571139386927,4,120.0,4800.0,1.4414098783913025,40.0,insufficient_data
11399,366.5,169.65946284641282,4,151.0,531.0,0.46291804323714275,3.5165562913907285,insufficient_data
11400,1679.5,2069.7015485330244,2,216.0,3143.0,1.232331972928267,14.550925925925926,insufficient_data
11401,530.0,217.72306568972735,4,271.0,718.0,0.41079823715042896,2.6494464944649447,insufficient_data
11402,15.0,9.486832980505138,4,8.0,29.0,0.6324555320336759,3.625,insufficient_data
11403,36.142857142857146,29.840847683606285,7,1.0,72.0,0.8256361019179603,72.0,insufficient_data
11404,32.333333333333336,23.352373184182657,3,7.0,53.0,0.7222383459025563,7.571428571428571,insufficient_data
11405,1046.0,2189.9031942074516,5,32.0,4963.0,2.0935977000071238,155.09375,insufficient_data
11406,136.33333333333334,65.66962768281849,9,51.0,218.0,0.4816843106319204,4.2745098039215685,insufficient_data
11407,953.8478260869565,1455.9813028010628,46,2.0,8649.0,1.5264293349328553,4324.5,bulk_oneoff
11408,29.0,13.564659966250538,12,7.0,55.0,0.4677468953879496,7.857142857142857,cyclical
11409,355.5263157894737,452.9961207119957,19,21.0,1620.0,1.2741563720988776,77.14285714285714,bulk_oneoff
11410,316.2,440.4055069209692,20,6.0,1742.0,1.3928067897563858,290.3333333333333,bulk_oneoff
11411,844.0,313.56339072028163,4,668.0,1313.0,0.3715206051188171,1.965568862275449,insufficient_data
11412,5.142857142857143,5.367450401216932,7,1.0,16.0,1.0436709113477367,16.0,insufficient_data
11413,57.6875,56.30360408831156,16,1.0,220.0,0.9760104717367117,220.0,bulk_oneoff
11414,68.25,95.38755534285232,8,2.0,240.0,1.3976198585033308,120.0,insufficient_data
11415,201.66666666666666,361.0221599846746,9,2.0,1040.0,1.7901925288496263,520.0,insufficient_data
11416,2.0,0.0,2,2.0,2.0,0.0,1.0,insufficient_data
11418,1083.3636363636363,2425.4902409803485,22,9.0,10971.0,2.2388514433820457,1219.0,bulk_oneoff
11419,142.45454545454547,210.53995518018127,11,31.0,760.0,1.4779448034345843,24.516129032258064,bulk_oneoff
11420,853.1333333333333,1401.635721304967,15,27.0,5100.0,1.642926921901579,188.88888888888889,bulk_oneoff
11421,1326.5,1828.6051507357452,38,2.0,6728.0,1.3785187717570637,3364.0,bulk_oneoff
11422,1739.65,3709.7547978978764,20,29.0,15910.0,2.1324719328013546,548.6206896551724,bulk_oneoff
11423,677.9166666666666,1102.4334315569774,24,43.0,4141.0,1.6262078892051297,96.30232558139535,bulk_oneoff
11424,899.1666666666666,1009.7731414042705,24,14.0,2750.0,1.1230099811724974,196.42857142857142,bulk_oneoff
11425,2984.95,6740.542141134514,40,2.0,41309.0,2.2581758961237255,20654.5,bulk_oneoff
11426,13.357142857142858,13.997841277838537,14,2.0,44.0,1.047966726683099,22.0,bulk_oneoff
11427,44.13636363636363,81.60316021806851,22,1.0,353.0,1.8488872551982567,353.0,bulk_oneoff
11428,7887.809523809524,8801.73188991262,21,512.0,31974.0,1.1158651667924284,62.44921875,bulk_oneoff
11429,4773.176470588235,6008.752795248925,17,80.0,18487.0,1.2588582953666536,231.0875,bulk_oneoff
11430,1376.775,2074.69525086803,40,69.0,12644.0,1.5069239715044433,183.2463768115942,bulk_oneoff
11431,8153.133333333333,16075.689274080338,30,1.0,86239.0,1.971719168182417,86239.0,bulk_oneoff
11432,5389.307692307692,10894.128223265012,39,30.0,63218.0,2.021433706376517,2107.266666666667,bulk_oneoff
11433,43.25,27.753378172755834,4,8.0,72.0,0.6416966051504239,9.0,insufficient_data
11434,1014.5833333333334,1433.415467167545,12,51.0,4900.0,1.4128119594259172,96.07843137254902,bulk_oneoff
11435,367.75,433.72563743849474,8,51.0,1404.0,1.179403500852467,27.529411764705884,insufficient_data
11436,731.2727272727273,1044.7911840084687,11,17.0,3328.0,1.4287298637609591,195.76470588235293,bulk_oneoff
11437,78.72727272727273,57.06503466938561,11,12.0,156.0,0.7248445512277617,13.0,bulk_oneoff
11438,1688.6666666666667,2286.7891791767775,9,34.0,6910.0,1.3541980926826553,203.23529411764707,insufficient_data
11439,275.0,398.04339644634916,12,17.0,1448.0,1.4474305325321788,85.17647058823529,bulk_oneoff
11440,298.25,370.7283065436564,12,51.0,1431.0,1.243011924706308,28.058823529411764,bulk_oneoff
11441,1270.75,2765.2734247514045,12,4.0,9673.0,2.176095553611178,2418.25,bulk_oneoff
11442,45.0,33.42653636459113,4,11.0,91.0,0.7428119192131362,8.272727272727273,insufficient_data
11443,112.125,109.8459148079709,8,14.0,300.0,0.9796737106619479,21.428571428571427,insufficient_data
11444,118.0,116.10832380644747,8,14.0,300.0,0.9839688458173514,21.428571428571427,insufficient_data
11445,98.5,119.76643937263896,8,6.0,300.0,1.2159029377932888,50.0,insufficient_data
11446,7.2,4.08656334834051,5,3.0,12.0,0.5675782428250709,4.0,insufficient_data
11447,7.2,4.08656334834051,5,3.0,12.0,0.5675782428250709,4.0,insufficient_data
11448,7.2,4.08656334834051,5,3.0,12.0,0.5675782428250709,4.0,insufficient_data
11449,18.428571428571427,9.913915184512842,7,8.0,33.0,0.537964389857286,4.125,insufficient_data
11450,25.0,17.813852287849848,7,8.0,59.0,0.712554091513994,7.375,insufficient_data
11451,17.375,9.515964030437033,8,8.0,33.0,0.5476813830467357,4.125,insufficient_data
11452,3967.277777777778,4920.10990797319,18,158.0,20656.0,1.2401727793129549,130.73417721518987,bulk_oneoff
11453,9134.285714285714,29078.29289642077,42,10.0,173066.0,3.183422744368868,17306.6,bulk_oneoff
11454,107.07142857142857,108.52682354409636,14,3.0,426.0,1.0135927482437286,142.0,bulk_oneoff
11455,1028.2666666666667,1220.9795521083336,15,5.0,3828.0,1.187415280188343,765.6,bulk_oneoff
11457,2148.5714285714284,5057.5536351567025,28,40.0,26148.0,2.3539145908309123,653.7,bulk_oneoff
11458,2552.7083333333335,5050.1136834312665,24,80.0,25070.0,1.9783355652060783,313.375,bulk_oneoff
11459,3753.375,3177.1752475385156,8,531.0,8105.0,0.8464848962702942,15.263653483992467,insufficient_data
11460,349.19444444444446,443.4236168363769,36,9.0,2090.0,1.269847283916122,232.22222222222223,bulk_oneoff
11461,100.25,130.39729178055694,28,2.0,672.0,1.3007211150180245,336.0,bulk_oneoff
11462,90.25806451612904,156.41077706729706,31,1.0,817.0,1.7329285522109394,817.0,bulk_oneoff
11463,98.1923076923077,170.11502443482627,26,4.0,760.0,1.7324679339230251,190.0,bulk_oneoff
11464,86.76666666666667,122.25995011572208,30,3.0,645.0,1.4090658868504273,215.0,bulk_oneoff
11465,8125.529411764706,9092.515982372859,17,32.0,29129.0,1.119005977531517,910.28125,bulk_oneoff
11466,11242.727272727272,11686.28862463108,11,2334.0,34829.0,1.039453180811368,14.922450728363325,bulk_oneoff
11467,4191.096774193548,5136.024658266603,31,12.0,22155.0,1.2254607648029978,1846.25,bulk_oneoff
11468,26.2,22.129166274399044,5,8.0,63.0,0.8446246669617956,7.875,insufficient_data
11469,558.5,445.02303311177053,6,3.0,1174.0,0.7968183224919795,391.3333333333333,insufficient_data
11470,149.2,99.08430753656202,5,1.0,238.0,0.6641039379126141,238.0,insufficient_data
11471,300.5,234.78564692076048,6,62.0,619.0,0.7813166286880548,9.983870967741936,insufficient_data
11472,115.75,107.06501140272982,4,28.0,269.0,0.9249677011034974,9.607142857142858,insufficient_data
11473,40.5,27.577164466275352,2,21.0,60.0,0.6809176411426013,2.857142857142857,insufficient_data
11474,1289.9032258064517,3100.6543218578745,31,18.0,16128.0,2.403788330647313,896.0,bulk_oneoff
11475,2600.923076923077,3569.294058623228,13,2.0,10738.0,1.372318193602921,5369.0,bulk_oneoff
11476,177.4,136.73258572849414,5,38.0,384.0,0.7707586568686253,10.105263157894736,insufficient_data
11477,2027.2105263157894,2151.480177277117,19,4.0,7392.0,1.0613008118042742,1848.0,bulk_oneoff
11478,2598.782608695652,7175.23443998694,23,1.0,33132.0,2.760998328978445,33132.0,bulk_oneoff
11480,18406.333333333332,39262.51185842971,21,3.0,170753.0,2.1330979477225074,56917.666666666664,bulk_oneoff
11481,10400.0,14831.98378505047,21,283.0,60368.0,1.4261522870240837,213.31448763250884,bulk_oneoff
11482,9009.619047619048,16567.351618397523,21,2.0,71363.0,1.838851513125379,35681.5,bulk_oneoff
11483,2667.5238095238096,4231.060063613462,21,1.0,18906.0,1.5861376938820149,18906.0,bulk_oneoff
11484,110.75,122.3376475170256,8,7.0,368.0,1.1046288714855585,52.57142857142857,insufficient_data
11485,44.0,14.628738838327793,5,18.0,52.0,0.33247133723472255,2.888888888888889,insufficient_data
11486,1872.0,1248.0,3,624.0,3120.0,0.6666666666666666,5.0,insufficient_data
11487,12012.029411764706,23094.71672953125,34,19.0,129014.0,1.922632382743922,6790.210526315789,bulk_oneoff
11488,7156.027777777777,12656.79111552622,36,9.0,68043.0,1.7686894892764995,7560.333333333333,bulk_oneoff
11489,553.6363636363636,1129.6835016290242,22,1.0,4975.0,2.04047923118543,4975.0,bulk_oneoff
11490,5102.5161290322585,6830.533336282352,31,1.0,36679.0,1.3386598226349613,36679.0,bulk_oneoff
11491,129.5,181.7264427649427,2,1.0,258.0,1.4032929943238819,258.0,insufficient_data
11492,193.5,0.7071067811865476,2,193.0,194.0,0.0036542986107831917,1.005181347150259,insufficient_data
11494,579.952380952381,796.0879647495292,21,1.0,3632.0,1.3726781558206842,3632.0,bulk_oneoff
11496,891.0,696.5267403337793,5,297.0,1782.0,0.7817359599705717,6.0,insufficient_data
11497,3440.764705882353,3879.9806302578972,17,137.0,12620.0,1.127650671266378,92.11678832116789,bulk_oneoff
11498,2251.8695652173915,4352.331823332782,23,1.0,19471.0,1.9327637313276693,19471.0,bulk_oneoff
11501,1405.9166666666667,1799.2710371568578,12,9.0,5632.0,1.2797849828630368,625.7777777777778,bulk_oneoff
