customer_id,customer_name,region_name,year_week,period,quantity,revenue,num_orders,date
8,DELPH LIKE TRADING TA RITE PRICE WHOLESALERS,Gauteng,2025-W47,H2,222524,6283182.18,19,2025-11-17
8,DELPH LIKE TRADING TA RITE PRICE WHOLESALERS,Gauteng,2025-W48,H2,62072,1743137.97,3,2025-11-24
8,DELPH LIKE TRADING TA RITE PRICE WHOLESALERS,Gauteng,2025-W49,H2,10421,1406239.74,10,2025-12-01
8,DELPH LIKE TRADING TA RITE PRICE WHOLESALERS,Gauteng,2025-W50,H2,7577,1218932.58,6,2025-12-08
8,DELPH LIKE TRADING TA RITE PRICE WHOLESALERS,Gauteng,2025-W51,H2,490,95564.76,3,2025-12-16
9,WHIPPS CROSS TRADING,Gauteng,2025-W27,H2,52,23949.0,3,2025-06-30
9,WHIPPS CROSS TRADING,Gauteng,2025-W28,H2,4483,1173886.4,2,2025-07-11
9,WHIPPS CROSS TRADING,Gauteng,2025-W29,H2,11698,2265695.69,3,2025-07-17
9,WHIPPS CROSS TRADING,Gauteng,2025-W30,H2,2124,664209.0,10,2025-07-22
9,WHIPPS CROSS TRADING,Gauteng,2025-W31,H2,7108,2040314.23,10,2025-07-28
9,WHIPPS CROSS TRADING,Gauteng,2025-W32,H2,11148,2689652.32,2,2025-08-04
9,WHIPPS CROSS TRADING,Gauteng,2025-W33,H2,26198,3272445.48,6,2025-08-11
9,WHIPPS CROSS TRADING,Gauteng,2025-W34,H2,1086,265875.14,2,2025-08-19
9,WHIPPS CROSS TRADING,Gauteng,2025-W35,H2,13681,1893616.1400000001,6,2025-08-27
9,WHIPPS CROSS TRADING,Gauteng,2025-W36,H2,13439,2046408.65,14,2025-09-01
9,WHIPPS CROSS TRADING,Gauteng,2025-W37,H2,29908,3104612.7800000003,8,2025-09-08
9,WHIPPS CROSS TRADING,Gauteng,2025-W38,H2,221,165604.0,1,2025-09-18
9,WHIPPS CROSS TRADING,Gauteng,2025-W39,H2,19165,2307433.4699999997,6,2025-09-23
9,WHIPPS CROSS TRADING,Gauteng,2025-W40,H2,4130,874362.58,7,2025-09-29
9,WHIPPS CROSS TRADING,Gauteng,2025-W41,H2,8310,1356641.75,7,2025-10-07
9,WHIPPS CROSS TRADING,Gauteng,2025-W42,H2,29,8852.36,1,2025-10-16
9,WHIPPS CROSS TRADING,Gauteng,2025-W43,H2,3399,511296.68,7,2025-10-20
9,WHIPPS CROSS TRADING,Gauteng,2025-W44,H2,23740,6234248.24,8,2025-10-27
9,WHIPPS CROSS TRADING,Gauteng,2025-W45,H2,20593,1279085.79,3,2025-11-03
9,WHIPPS CROSS TRADING,Gauteng,2025-W46,H2,26431,1008493.96,4,2025-11-11
9,WHIPPS CROSS TRADING,Gauteng,2025-W47,H2,221440,6258146.46,16,2025-11-17
9,WHIPPS CROSS TRADING,Gauteng,2025-W48,H2,85846,1975019.04,5,2025-11-24
9,WHIPPS CROSS TRADING,Gauteng,2025-W49,H2,15268,2558926.33,7,2025-12-01
9,WHIPPS CROSS TRADING,Gauteng,2025-W50,H2,11816,1862084.8,5,2025-12-08
9,WHIPPS CROSS TRADING,Gauteng,2025-W51,H2,18,7259.0,1,2025-12-18
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W27,H2,6794,1825538.0,8,2025-06-30
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W27,H2,13776,2748950.52,3,2025-06-30
