customer_id,customer_name,region_name,date,period,quantity,revenue,num_orders
1,KWAMBA INVESTMENTS,Gauteng,2025-01-10,H1,26176,7850400.0,3
1,KWAMBA INVESTMENTS,Gauteng,2025-01-13,H1,15800,6074700.0,2
1,KWAMBA INVESTMENTS,Gauteng,2025-01-15,H1,6660,3509820.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-01-17,H1,440,34320.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-01-20,H1,34596,4434578.28,3
1,KWAMBA INVESTMENTS,Gauteng,2025-01-22,H1,4300,2687500.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-01-24,H1,14142,4757940.0,2
1,KWAMBA INVESTMENTS,Gauteng,2025-01-27,H1,7700,1586300.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-01-29,H1,3000,1515000.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-01-30,H1,16000,3182880.0,2
1,KWAMBA INVESTMENTS,Gauteng,2025-01-31,H1,3156,1216560.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-01,H1,30037,2042516.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-04,H1,1105,423322.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-05,H1,1721,355090.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-06,H1,4247,288796.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-07,H1,364,204310.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-08,H1,1020,171360.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-11,H1,575,109010.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-12,H1,728,87649.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-13,H1,283,46129.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-14,H1,135,58590.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-17,H1,187,57111.5,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-18,H1,4208,383805.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-19,H1,712,274120.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-20,H1,1163,447755.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-02-28,H1,588,457464.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-03-01,H1,1363,205904.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-03-04,H1,690,204509.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-03-05,H1,360,178560.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-03-06,H1,1058,169280.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-03-07,H1,12554,1163321.0,2
1,KWAMBA INVESTMENTS,Gauteng,2025-03-10,H1,4108,1259307.0,2
1,KWAMBA INVESTMENTS,Gauteng,2025-03-11,H1,254,197524.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-03-12,H1,1152,200448.0,1
1,KWAMBA INVESTMENTS,Gauteng,2025-03-13,H1,14155,1452219.6,1
1,KWAMBA INVESTMENTS,Gauteng,2025-03-17,H1,5422,1097661.0,2
