category_l1,year_week,period,quantity,revenue,num_orders,num_customers,date
Unknown,2025-W49,H2,107955,21425639.81,375,169,2025-12-01
Unknown,2025-W50,H2,224543,49237810.39,478,371,2025-12-08
Unknown,2025-W51,H2,251844,54863501.18,789,423,2025-12-15
Vehicles & Parts,2025-W03,H1,14568,2529864.0,7,7,2025-01-14
Vehicles & Parts,2025-W04,H1,13716,2373068.0,8,8,2025-01-20
Vehicles & Parts,2025-W05,H1,24230,4240950.0,15,15,2025-01-28
Vehicles & Parts,2025-W06,H1,397,250140.0,10,9,2025-02-03
Vehicles & Parts,2025-W07,H1,190,121150.0,8,5,2025-02-10
Vehicles & Parts,2025-W08,H1,69,43965.0,3,2,2025-02-17
Vehicles & Parts,2025-W09,H1,115,73550.0,4,4,2025-02-25
Vehicles & Parts,2025-W19,H1,1,252.0,1,1,2025-05-08
Vehicles & Parts,2025-W20,H1,10,2520.0,8,8,2025-05-16
Vehicles & Parts,2025-W21,H1,23,5796.0,21,21,2025-05-19
Vehicles & Parts,2025-W22,H1,2,504.0,2,2,2025-05-26
Vehicles & Parts,2025-W23,H1,79,50465.0,4,4,2025-06-04
Vehicles & Parts,2025-W24,H1,125,79850.0,4,4,2025-06-09
Vehicles & Parts,2025-W25,H1,240,152000.0,6,6,2025-06-17
Vehicles & Parts,2025-W26,H1,410,259700.0,11,9,2025-06-23
Vehicles & Parts,2025-W27,H2,70,44750.0,4,4,2025-06-30
Vehicles & Parts,2025-W28,H2,39,24765.0,2,2,2025-07-07
Vehicles & Parts,2025-W29,H2,435,273500.0,9,8,2025-07-15
Vehicles & Parts,2025-W30,H2,227,143640.0,7,7,2025-07-21
Vehicles & Parts,2025-W31,H2,240,152700.0,9,4,2025-07-28
Vehicles & Parts,2025-W32,H2,420,265250.0,9,8,2025-08-04
Vehicles & Parts,2025-W33,H2,160,102050.0,6,6,2025-08-11
Vehicles & Parts,2025-W34,H2,99,63165.0,5,4,2025-08-18
Vehicles & Parts,2025-W35,H2,105,67150.0,3,3,2025-08-28
Vehicles & Parts,2025-W36,H2,360,227500.0,9,8,2025-09-01
Vehicles & Parts,2025-W37,H2,300,190550.0,9,8,2025-09-08
Vehicles & Parts,2025-W38,H2,310,195050.0,7,6,2025-09-17
Vehicles & Parts,2025-W39,H2,227,143640.0,7,7,2025-09-22
Vehicles & Parts,2025-W40,H2,400,253950.0,12,6,2025-09-29
Vehicles & Parts,2025-W41,H2,300,189800.0,9,8,2025-10-07
Vehicles & Parts,2025-W42,H2,260,165250.0,8,7,2025-10-13
Vehicles & Parts,2025-W43,H2,400,252800.0,10,8,2025-10-20
Vehicles & Parts,2025-W44,H2,260,164800.0,7,7,2025-10-27
Vehicles & Parts,2025-W45,H2,487,307740.0,14,9,2025-11-03
Vehicles & Parts,2025-W46,H2,169,107515.0,7,6,2025-11-10
Vehicles & Parts,2025-W47,H2,205,130550.0,8,5,2025-11-18
Vehicles & Parts,2025-W48,H2,450,284800.0,11,9,2025-11-24
Vehicles & Parts,2025-W49,H2,597,377090.0,16,10,2025-12-01
Vehicles & Parts,2025-W50,H2,169,107515.0,7,6,2025-12-08
Vehicles & Parts,2025-W51,H2,564,356680.0,13,10,2025-12-16
Vehicles & Parts,2025-W52,H2,38,23560.0,2,2,2025-12-23
