sku,name,avg_price,min_price,max_price,price_std,total_quantity,total_revenue,total_orders,active_weeks,brand,manufacturer,category_path,fmcg,category_l1,category_l2,category_l3,price_volatility
10122,SATISKIN B/BATH GRAPE & LAVENDER 6X2L,323.22907971014496,46.05,399.99,77.36489613403332,49915.0,16337486.11,1284,54,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,23.94
10122,SATISKIN B/BATH GRAPE & LAVENDER 6X2L,323.22907971014496,46.05,399.99,77.36489613403332,49915.0,16337486.11,1284,54,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,23.94
10122,SATISKIN B/BATH GRAPE & LAVENDER 6X2L,323.22907971014496,46.05,399.99,77.36489613403332,49915.0,16337486.11,1284,54,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,23.94
10122,SATISKIN B/BATH GRAPE & LAVENDER 6X2L,323.22907971014496,46.05,399.99,77.36489613403332,49915.0,16337486.11,1284,54,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,23.94
10123,SATISKIN B/BATH PEACH 6X2L,307.0433868715084,45.91,399.99,84.43219220672971,56929.0,17440657.44,1348,54,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,27.5
10123,SATISKIN B/BATH PEACH 6X2L,307.0433868715084,45.91,399.99,84.43219220672971,56929.0,17440657.44,1348,54,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,27.5
10123,SATISKIN B/BATH PEACH 6X2L,307.0433868715084,45.91,399.99,84.43219220672971,56929.0,17440657.44,1348,54,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,27.5
10123,SATISKIN B/BATH PEACH 6X2L,307.0433868715084,45.91,399.99,84.43219220672971,56929.0,17440657.44,1348,54,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,27.5
10123,SATISKIN B/BATH PEACH 6X2L,307.0433868715084,45.91,399.99,84.43219220672971,56929.0,17440657.44,1348,54,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,27.5
10124,SATISKIN B/BATH OCEAN PARADISE 6X2L,308.93209408194235,5.5,399.99,108.0749421346292,55893.0,13541093.08,1233,54,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,34.98
10124,SATISKIN B/BATH OCEAN PARADISE 6X2L,308.93209408194235,5.5,399.99,108.0749421346292,55893.0,13541093.08,1233,54,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,34.98
10124,SATISKIN B/BATH OCEAN PARADISE 6X2L,308.93209408194235,5.5,399.99,108.0749421346292,55893.0,13541093.08,1233,54,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,34.98
10125,HS RIDGING ROLLTOP BUDGET 3.6M,113.55087719298247,90.0,209.0,30.030869797870377,3381.0,358710.0,113,36,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,26.45
10125,HS RIDGING ROLLTOP BUDGET 3.6M,113.55087719298247,90.0,209.0,30.030869797870377,3381.0,358710.0,113,36,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,26.45
10126,HS RIDGING ROLLTOP BUDGET 4.8M,138.66534653465345,120.0,191.0,14.05594846065938,2450.0,337800.0,101,35,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,10.14
10126,HS RIDGING ROLLTOP BUDGET 4.8M,138.66534653465345,120.0,191.0,14.05594846065938,2450.0,337800.0,101,35,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,10.14
10127,HS D/PIPE MAXI RIPPLE CRIMP BUDGET 100X75MMX2.7,95.61393034825872,82.0,210.0,17.037693651874505,5593.0,523484.0,199,36,Unbranded,Unknown,Red101 Market/Brand Manufacturers/Hardware,Unknown,Brand Manufacturers,Hardware,Hardware,17.82
10127,HS D/PIPE MAXI RIPPLE CRIMP BUDGET 100X75MMX2.7,95.61393034825872,82.0,210.0,17.037693651874505,5593.0,523484.0,199,36,Unbranded,Unknown,Red101 Market/Brand Manufacturers/Hardware,Unknown,Brand Manufacturers,Hardware,Hardware,17.82
