category_l1,date,period,quantity,revenue,num_orders,num_customers
Food,2025-08-29,H2,50744,10174973.4,169,136
Food,2025-08-30,H2,33773,7963022.85,87,84
Food,2025-09-01,H2,10407,2685633.6,32,31
Food,2025-09-02,H2,10769,2601720.02,42,40
Food,2025-09-03,H2,39545,9413869.87,92,78
Food,2025-09-04,H2,36274,8600066.23,133,103
Food,2025-09-05,H2,35583,8110894.25,95,79
Food,2025-09-06,H2,31287,6215668.59,72,66
Food,2025-09-08,H2,8664,2613877.02,37,35
Food,2025-09-09,H2,28007,8835717.709999999,76,63
Food,2025-09-10,H2,37100,7941036.83,100,84
Food,2025-09-11,H2,25922,7481694.88,88,73
Food,2025-09-12,H2,12362,3377245.95,26,26
Food,2025-09-13,H2,16758,4703412.83,47,42
Food,2025-09-15,H2,13954,3827954.3400000003,34,34
Food,2025-09-16,H2,17349,4379128.02,49,49
Food,2025-09-17,H2,15358,4314688.66,72,67
Food,2025-09-18,H2,11087,2267179.6,41,38
Food,2025-09-19,H2,7312,1997978.63,19,19
Food,2025-09-20,H2,21436,5881231.34,70,62
Food,2025-09-22,H2,6193,1617501.41,16,16
Food,2025-09-23,H2,24147,5419774.29,68,59
Food,2025-09-24,H2,15278,3756024.76,42,42
Food,2025-09-25,H2,12145,2725130.0,24,24
Food,2025-09-26,H2,13500,2782092.53,22,22
Food,2025-09-27,H2,29546,8714745.23,74,63
Food,2025-09-29,H2,25394,5939240.62,67,60
Food,2025-09-30,H2,49902,12618358.47,174,132
Food,2025-10-01,H2,11796,2896271.24,43,42
Food,2025-10-02,H2,7583,1495726.74,36,34
Food,2025-10-03,H2,21329,4910019.77,66,54
Food,2025-10-04,H2,12737,3033390.4,33,31
Food,2025-10-06,H2,14510,3763897.68,47,44
Food,2025-10-07,H2,14690,3652289.49,49,45
Food,2025-10-08,H2,82370,18869228.86,268,142
Food,2025-10-09,H2,22177,4825569.12,113,98
Food,2025-10-10,H2,19073,5790562.9,93,79
Food,2025-10-11,H2,5577,1338713.68,20,20
Food,2025-10-13,H2,19537,4125461.92,71,68
Food,2025-10-14,H2,10934,2126779.16,36,36
Food,2025-10-15,H2,7468,1784312.69,33,33
Food,2025-10-16,H2,15034,3850766.93,102,94
Food,2025-10-17,H2,11708,2604991.8,47,44
Food,2025-10-18,H2,5921,1485074.47,15,15
Food,2025-10-20,H2,28906,6857173.34,133,118
Food,2025-10-21,H2,18609,4565343.71,62,58
Food,2025-10-22,H2,17666,4136000.37,80,74
Food,2025-10-23,H2,13281,3725301.64,70,67
Food,2025-10-24,H2,14401,3603839.89,72,68
Food,2025-10-25,H2,64984,16412362.18,78,54
Food,2025-10-27,H2,26846,6984067.84,49,44
Food,2025-10-28,H2,29026,6833290.42,32,31
Food,2025-10-29,H2,75993,13901288.82,66,52
Food,2025-10-30,H2,54472,15271672.39,83,63
Food,2025-10-31,H2,128275,28833188.47,136,97
Food,2025-11-01,H2,76910,4740871.86,90,82
Food,2025-11-03,H2,62540,6878569.15,107,98
Food,2025-11-04,H2,47115,5525558.29,90,85
Food,2025-11-05,H2,66098,7832099.13,95,87
Food,2025-11-06,H2,52527,5278663.21,107,99
Food,2025-11-07,H2,69905,5925172.13,113,102
Food,2025-11-08,H2,27579,2661861.64,43,39
Food,2025-11-10,H2,41457,3588825.68,49,48
Food,2025-11-11,H2,41512,3406046.59,50,46
Food,2025-11-12,H2,25209,3238496.4,52,49
Food,2025-11-13,H2,57712,6767215.35,111,89
Food,2025-11-14,H2,13886,3832279.6,27,27
Food,2025-11-15,H2,158094,10470954.22,202,127
Food,2025-11-17,H2,164670,8353457.56,189,121
Food,2025-11-18,H2,231126,7106237.0,175,97
Food,2025-11-19,H2,159718,5675085.89,145,93
Food,2025-11-20,H2,221567,8421550.52,208,137
Food,2025-11-21,H2,425155,14231089.44,290,148
Food,2025-11-22,H2,191366,5715697.16,90,71
Food,2025-11-24,H2,152106,6112529.68,99,85
Food,2025-11-25,H2,92358,4631725.97,70,60
Food,2025-11-26,H2,108597,5679662.95,89,80
Food,2025-11-27,H2,145921,6550279.6899999995,88,74
Food,2025-11-28,H2,55357,3469781.31,42,42
Food,2025-11-29,H2,37172,2659329.21,35,34
Food,2025-12-01,H2,41503,7509293.59,102,85
Food,2025-12-02,H2,29948,6038164.43,65,59
Food,2025-12-03,H2,43873,8000164.03,76,65
Food,2025-12-04,H2,26212,6748397.21,89,80
Food,2025-12-05,H2,70932,11177303.57,88,83
Food,2025-12-06,H2,29069,5391948.87,66,59
Food,2025-12-08,H2,48341,8904545.02,100,80
Food,2025-12-09,H2,59273,14552354.97,135,124
Food,2025-12-10,H2,27110,7418671.99,72,67
Food,2025-12-11,H2,50009,12124497.12,106,101
Food,2025-12-12,H2,45231,11055532.41,113,109
Food,2025-12-13,H2,34635,9288833.02,89,87
Food,2025-12-15,H2,60530,17279544.45,148,139
Food,2025-12-16,H2,38615,9912668.48,104,102
Food,2025-12-17,H2,43591,10609424.31,123,121
Food,2025-12-18,H2,66811,16383322.5,170,151
Food,2025-12-19,H2,38592,9445221.85,165,144
Food,2025-12-20,H2,15936,3626174.22,141,141
Food,2025-12-22,H2,8324,2267855.55,30,30
Hardware,2025-06-30,H2,77126,9517952.58,156,105
Hardware,2025-07-01,H2,27012,4007158.2,45,22
Hardware,2025-07-02,H2,20141,3353986.9,53,32
Hardware,2025-07-03,H2,19295,3222791.5,60,40
Hardware,2025-07-04,H2,29633,4673973.5,64,45
Hardware,2025-07-05,H2,22660,3098984.2,51,30
Hardware,2025-07-07,H2,29838,4591739.55,53,33
Hardware,2025-07-08,H2,17290,3021675.6,84,60
Hardware,2025-07-09,H2,27859,4044783.35,112,84
Hardware,2025-07-10,H2,33701,5618069.32,120,95
Hardware,2025-07-11,H2,24388,4966213.0,97,65
Hardware,2025-07-12,H2,18669,3108888.5,71,46
Hardware,2025-07-14,H2,17267,3390048.25,79,52
Hardware,2025-07-15,H2,26481,3930096.38,55,35
Hardware,2025-07-16,H2,34448,5948703.1,61,45
Hardware,2025-07-17,H2,35265,7158786.33,98,75
Hardware,2025-07-18,H2,25472,3548504.62,71,54
Hardware,2025-07-19,H2,25825,3569722.05,38,19
Hardware,2025-07-21,H2,43358,5321679.2,77,52
Hardware,2025-07-22,H2,25175,4469399.42,81,56
Hardware,2025-07-23,H2,27422,4381299.1,73,49
Hardware,2025-07-24,H2,28950,5987459.42,96,68
Hardware,2025-07-25,H2,46424,4787250.7,87,57
Hardware,2025-07-26,H2,37993,5824316.82,109,73
Hardware,2025-07-28,H2,89624,7765611.23,113,78
Hardware,2025-07-29,H2,35939,5444818.67,100,69
Hardware,2025-07-30,H2,32279,5025054.38,101,70
Hardware,2025-07-31,H2,38521,6470492.81,147,101
Hardware,2025-08-01,H2,22667,3040370.34,57,38
Hardware,2025-08-02,H2,28139,5101609.3,56,33
Hardware,2025-08-04,H2,41514,8669907.34,116,66
Hardware,2025-08-05,H2,9008,1870432.3,55,35
Hardware,2025-08-06,H2,10915,2256643.6,61,41
Hardware,2025-08-07,H2,18698,2589170.92,56,34
Hardware,2025-08-08,H2,17113,3299128.57,112,93
Hardware,2025-08-09,H2,23899,3979370.04,122,104
Hardware,2025-08-11,H2,44020,8496610.04,191,136
Hardware,2025-08-12,H2,32178,5620135.92,111,75
Hardware,2025-08-13,H2,24861,4641073.4,67,53
Hardware,2025-08-14,H2,38284,4261126.84,89,67
Hardware,2025-08-15,H2,41993,6251195.1,90,59
Hardware,2025-08-16,H2,19647,3304496.8,90,62
Hardware,2025-08-18,H2,30401,5519460.88,95,70
Hardware,2025-08-19,H2,23585,3202110.54,82,63
Hardware,2025-08-20,H2,28701,4676488.84,88,54
Hardware,2025-08-21,H2,23351,2968214.68,79,51
Hardware,2025-08-22,H2,17057,2881819.3,86,60
Hardware,2025-08-23,H2,23323,3888694.16,70,49
Hardware,2025-08-25,H2,16745,3379039.2,76,52
Hardware,2025-08-26,H2,13582,3093100.6,82,59
Hardware,2025-08-27,H2,19816,3783341.72,85,57
Hardware,2025-08-28,H2,22883,3594637.58,79,61
Hardware,2025-08-29,H2,35890,6138101.8,104,82
Hardware,2025-08-30,H2,26558,5294716.52,69,61
Hardware,2025-09-01,H2,27725,3655665.15,72,47
Hardware,2025-09-02,H2,35005,6205658.85,84,55
Hardware,2025-09-03,H2,36533,6963978.6,98,73
Hardware,2025-09-04,H2,24639,4886818.1,172,106
Hardware,2025-09-05,H2,22927,3767957.27,119,79
Hardware,2025-09-06,H2,19906,3349664.1,105,78
Hardware,2025-09-08,H2,19683,2760729.55,65,44
Hardware,2025-09-09,H2,30372,5104714.09,79,55
Hardware,2025-09-10,H2,18507,3113257.66,78,63
Hardware,2025-09-11,H2,20257,3370432.77,72,59
Hardware,2025-09-12,H2,20972,3576634.7,61,40
Hardware,2025-09-13,H2,36938,4549045.4,65,44
Hardware,2025-09-15,H2,30963,4336465.8,59,36
Hardware,2025-09-16,H2,23716,4805366.4,65,40
Hardware,2025-09-17,H2,32957,4291314.55,78,52
Hardware,2025-09-18,H2,22481,4705133.71,59,45
Hardware,2025-09-19,H2,28186,4063297.0,51,32
Hardware,2025-09-20,H2,13339,3108539.0,59,36
Hardware,2025-09-22,H2,50484,5351458.8,53,29
Hardware,2025-09-23,H2,21277,3995352.42,71,53
Hardware,2025-09-24,H2,23720,3892159.45,65,43
Hardware,2025-09-25,H2,19256,4592523.08,58,37
Hardware,2025-09-26,H2,38460,3671042.7,50,29
Hardware,2025-09-27,H2,42691,4963726.7299999995,85,60
Hardware,2025-09-29,H2,95148,7713988.33,101,59
Hardware,2025-09-30,H2,53950,8748080.63,142,87
Hardware,2025-10-01,H2,29212,3986762.0,70,43
Hardware,2025-10-02,H2,31175,5642922.3,69,43
Hardware,2025-10-03,H2,30741,6370684.6,76,49
Hardware,2025-10-04,H2,8349,2053831.7,58,35
Hardware,2025-10-06,H2,9433,2044830.4,55,34
Hardware,2025-10-07,H2,14384,2463124.75,79,61
Hardware,2025-10-08,H2,36620,5796093.1,134,87
Hardware,2025-10-09,H2,22541,3955331.3,90,67
Hardware,2025-10-10,H2,19281,3296564.8,81,61
Hardware,2025-10-11,H2,15005,2498394.7,50,38
Hardware,2025-10-13,H2,17659,3591299.75,66,47
Hardware,2025-10-14,H2,35907,4103562.35,61,46
Hardware,2025-10-15,H2,26495,3649762.0,62,39
Hardware,2025-10-16,H2,42240,6464165.4,100,67
Hardware,2025-10-17,H2,32134,6696248.2,72,52
Hardware,2025-10-18,H2,10317,2463267.2,55,30
Hardware,2025-10-20,H2,12881,2849685.15,89,61
Hardware,2025-10-21,H2,13925,2774807.0,67,48
Hardware,2025-10-22,H2,25662,3703018.85,93,63
Hardware,2025-10-23,H2,22290,4251961.3,73,50
Hardware,2025-10-24,H2,21029,3737539.8,84,61
Hardware,2025-10-25,H2,38119,4906852.8,68,45
Hardware,2025-10-27,H2,32929,5514053.6,66,44
Hardware,2025-10-28,H2,38781,4144700.7,63,40
Hardware,2025-10-29,H2,42702,6989929.3,84,48
Hardware,2025-10-30,H2,28976,4182203.9,85,59
Hardware,2025-10-31,H2,33422,6244043.9,100,70
Hardware,2025-11-01,H2,55756,6710358.86,117,85
Hardware,2025-11-03,H2,52285,6514364.97,118,77
Hardware,2025-11-04,H2,62356,6982845.17,112,75
Hardware,2025-11-05,H2,70019,7372382.48,117,78
Hardware,2025-11-06,H2,64391,5981891.02,121,79
Hardware,2025-11-07,H2,90492,7377293.76,128,83
Hardware,2025-11-08,H2,49602,5965889.6,96,54
Hardware,2025-11-10,H2,64366,8372447.35,96,49
Hardware,2025-11-11,H2,40834,6124907.35,106,60
Hardware,2025-11-12,H2,52440,5349452.72,92,60
Hardware,2025-11-13,H2,60957,6373449.7,133,82
Hardware,2025-11-14,H2,21911,3192746.0,73,39
Hardware,2025-11-15,H2,78710,6992601.46,187,115
Hardware,2025-11-17,H2,109424,7311291.87,185,103
Hardware,2025-11-18,H2,116458,5423485.51,178,91
Hardware,2025-11-19,H2,90203,6965287.92,143,91
Hardware,2025-11-20,H2,136191,8657834.41,211,130
Hardware,2025-11-21,H2,213569,8335654.14,255,137
Hardware,2025-11-22,H2,101167,9822392.28,139,88
Hardware,2025-11-24,H2,66952,5148721.83,145,84
Hardware,2025-11-25,H2,56429,4392084.08,125,81
Hardware,2025-11-26,H2,60100,5305090.04,134,85
Hardware,2025-11-27,H2,69483,3151552.14,86,66
Hardware,2025-11-28,H2,25341,2397920.66,53,44
Hardware,2025-11-29,H2,30892,1938768.84,49,37
Hardware,2025-12-01,H2,43829,7630029.31,148,103
Hardware,2025-12-02,H2,63448,8290209.5,123,72
Hardware,2025-12-03,H2,37284,6696072.5,113,63
Hardware,2025-12-04,H2,59053,7489327.5,124,75
Hardware,2025-12-05,H2,51450,6563846.86,135,84
Hardware,2025-12-06,H2,77422,7381354.78,124,76
Hardware,2025-12-08,H2,54547,8850273.29,141,80
Hardware,2025-12-09,H2,52696,8725955.91,163,103
Hardware,2025-12-10,H2,51245,7534998.96,132,85
Hardware,2025-12-11,H2,46420,7100339.8,137,83
Hardware,2025-12-12,H2,29912,4706000.33,123,84
Hardware,2025-12-13,H2,29028,5736423.64,109,76
Hardware,2025-12-15,H2,36249,6138340.38,166,112
Hardware,2025-12-16,H2,40315,7275753.98,137,98
Hardware,2025-12-17,H2,53467,8853074.38,141,106
Hardware,2025-12-18,H2,46016,8296799.86,157,122
Hardware,2025-12-19,H2,42650,7059262.72,158,113
Hardware,2025-12-20,H2,51600,6394016.84,158,110
Hardware,2025-12-22,H2,28874,5455038.0,75,48
Hardware,2025-12-23,H2,43775,4775292.7,55,23
Home & Garden,2025-06-30,H2,104197,30255674.66,183,140
Home & Garden,2025-07-01,H2,8914,3203392.62,19,19
Home & Garden,2025-07-02,H2,7945,1833679.1400000001,23,23
Home & Garden,2025-07-03,H2,13986,3411809.5,36,35
Home & Garden,2025-07-04,H2,13338,3852734.18,29,29
Home & Garden,2025-07-05,H2,7656,1765989.74,17,17
Home & Garden,2025-07-07,H2,11316,3416860.82,26,26
Home & Garden,2025-07-08,H2,37949,9498162.98,82,73
Home & Garden,2025-07-09,H2,57877,15179072.6,120,102
Home & Garden,2025-07-10,H2,45847,11788246.57,103,88
Home & Garden,2025-07-11,H2,23254,5873849.39,72,64
Home & Garden,2025-07-12,H2,23366,4650207.73,61,51
Home & Garden,2025-07-14,H2,32801,7759586.98,64,58
Home & Garden,2025-07-15,H2,9432,2344020.12,30,29
Home & Garden,2025-07-16,H2,20057,5582055.05,36,36
Home & Garden,2025-07-17,H2,42034,10040365.72,91,79
Home & Garden,2025-07-18,H2,23271,6388132.19,49,45
Home & Garden,2025-07-19,H2,5218,1358605.76,11,11
Home & Garden,2025-07-21,H2,28534,7267872.98,60,58
Home & Garden,2025-07-22,H2,25713,7839840.89,60,52
Home & Garden,2025-07-23,H2,17355,3942780.57,48,44
Home & Garden,2025-07-24,H2,31092,6451439.31,69,56
Home & Garden,2025-07-25,H2,19809,6021686.5,57,51
Home & Garden,2025-07-26,H2,31973,8147998.58,76,57
Home & Garden,2025-07-28,H2,26616,6944929.79,80,69
Home & Garden,2025-07-29,H2,33026,9552998.28,92,65
Home & Garden,2025-07-30,H2,31959,7246232.72,94,72
Home & Garden,2025-07-31,H2,48448,13495421.62,194,151
Home & Garden,2025-08-01,H2,10550,3832221.54,36,34
Home & Garden,2025-08-02,H2,15918,4617742.81,36,36
Home & Garden,2025-08-04,H2,29344,8860834.84,64,63
Home & Garden,2025-08-05,H2,10883,3652268.12,40,40
Home & Garden,2025-08-06,H2,16516,7466430.95,46,46
Home & Garden,2025-08-07,H2,24896,8005032.19,49,49
Home & Garden,2025-08-08,H2,42527,11386114.5,170,163
Home & Garden,2025-08-09,H2,50506,12973831.07,196,192
Home & Garden,2025-08-11,H2,127435,25334544.16,323,218
Home & Garden,2025-08-12,H2,46749,9428999.29,101,82
Home & Garden,2025-08-13,H2,48437,12209237.42,106,87
Home & Garden,2025-08-14,H2,39704,8416416.14,107,94
Home & Garden,2025-08-15,H2,41589,7456820.69,110,92
Home & Garden,2025-08-16,H2,28568,5727476.92,94,79
Home & Garden,2025-08-18,H2,33675,6787752.96,108,88
Home & Garden,2025-08-19,H2,38510,9396312.82,116,96
Home & Garden,2025-08-20,H2,50658,10191736.22,120,97
Home & Garden,2025-08-21,H2,34185,6816652.96,117,97
Home & Garden,2025-08-22,H2,31681,6801527.36,119,103
Home & Garden,2025-08-23,H2,26404,5188490.46,105,94
Home & Garden,2025-08-25,H2,27056,6062271.7,112,97
Home & Garden,2025-08-26,H2,24943,6150921.99,118,100
Home & Garden,2025-08-27,H2,31297,6619163.64,117,99
Home & Garden,2025-08-28,H2,42960,7433890.11,121,108
Home & Garden,2025-08-29,H2,59656,10842905.23,188,150
Home & Garden,2025-08-30,H2,47406,9327205.92,107,99
Home & Garden,2025-09-01,H2,17914,5692495.56,49,45
Home & Garden,2025-09-02,H2,20732,5993677.64,55,53
Home & Garden,2025-09-03,H2,37310,10162368.23,99,80
Home & Garden,2025-09-04,H2,65560,18225339.61,183,128
Home & Garden,2025-09-05,H2,49084,10458868.3,120,92
Home & Garden,2025-09-06,H2,25217,5176769.72,87,78
Home & Garden,2025-09-08,H2,12405,3866593.74,48,47
Home & Garden,2025-09-09,H2,32266,9564849.44,104,82
Home & Garden,2025-09-10,H2,41124,14798897.22,126,100
Home & Garden,2025-09-11,H2,41513,14477057.32,138,107
Home & Garden,2025-09-12,H2,13571,4945569.85,39,37
Home & Garden,2025-09-13,H2,39746,9462263.35,88,69
Home & Garden,2025-09-15,H2,22342,7341496.96,46,45
Home & Garden,2025-09-16,H2,22506,8911220.49,72,66
Home & Garden,2025-09-17,H2,37629,13707980.79,117,102
Home & Garden,2025-09-18,H2,31917,8928638.64,69,60
Home & Garden,2025-09-19,H2,8266,3300050.82,30,30
Home & Garden,2025-09-20,H2,37986,11186703.6,106,81
Home & Garden,2025-09-22,H2,11430,3963047.7,27,26
Home & Garden,2025-09-23,H2,36185,14651427.93,100,86
Home & Garden,2025-09-24,H2,22706,7908353.96,60,55
Home & Garden,2025-09-25,H2,10522,2891384.18,29,29
Home & Garden,2025-09-26,H2,14184,5599386.41,29,29
Home & Garden,2025-09-27,H2,64677,18740239.65,118,91
Home & Garden,2025-09-29,H2,32085,12040216.64,100,86
Home & Garden,2025-09-30,H2,69934,22155919.84,251,178
Home & Garden,2025-10-01,H2,16397,5482331.91,55,52
Home & Garden,2025-10-02,H2,17709,4523636.8,61,54
Home & Garden,2025-10-03,H2,16632,4930014.39,84,71
Home & Garden,2025-10-04,H2,12738,2913704.77,49,48
Home & Garden,2025-10-06,H2,11062,4255119.57,47,43
Home & Garden,2025-10-07,H2,20129,5426550.95,74,65
Home & Garden,2025-10-08,H2,46378,13614883.9,324,160
Home & Garden,2025-10-09,H2,23136,7589429.06,159,135
Home & Garden,2025-10-10,H2,24446,7011609.05,149,131
Home & Garden,2025-10-11,H2,10430,3417814.72,32,32
Home & Garden,2025-10-13,H2,12072,3804192.86,98,91
Home & Garden,2025-10-14,H2,13217,3774110.23,52,51
Home & Garden,2025-10-15,H2,14138,4603473.07,50,50
Home & Garden,2025-10-16,H2,19593,6444450.98,161,142
Home & Garden,2025-10-17,H2,20159,7022400.72,76,73
Home & Garden,2025-10-18,H2,2133,771606.0,17,17
Home & Garden,2025-10-20,H2,21187,5409659.56,164,138
Home & Garden,2025-10-21,H2,22247,7646015.55,87,79
Home & Garden,2025-10-22,H2,35711,9082591.9,125,111
Home & Garden,2025-10-23,H2,16001,4386477.5,106,98
Home & Garden,2025-10-24,H2,17494,5563006.99,102,94
Home & Garden,2025-10-25,H2,43632,20299137.52,105,62
Home & Garden,2025-10-27,H2,18326,6302020.72,66,56
Home & Garden,2025-10-28,H2,19452,5745593.78,43,43
Home & Garden,2025-10-29,H2,34705,14104074.21,84,63
Home & Garden,2025-10-30,H2,51078,18410797.68,114,85
Home & Garden,2025-10-31,H2,69619,22909201.73,172,117
Home & Garden,2025-11-01,H2,37089,7178656.45,126,112
Home & Garden,2025-11-03,H2,46785,7111428.57,140,126
Home & Garden,2025-11-04,H2,49488,9184748.83,122,117
Home & Garden,2025-11-05,H2,35093,6970769.78,116,110
Home & Garden,2025-11-06,H2,57759,8631967.69,145,133
Home & Garden,2025-11-07,H2,57214,8539319.64,128,118
Home & Garden,2025-11-08,H2,20991,4592250.42,51,44
Home & Garden,2025-11-10,H2,24884,6019980.79,64,63
Home & Garden,2025-11-11,H2,25193,4903031.18,66,61
Home & Garden,2025-11-12,H2,31518,4552802.57,63,59
Home & Garden,2025-11-13,H2,66648,9425195.37,153,110
Home & Garden,2025-11-14,H2,10855,3608014.5,31,31
Home & Garden,2025-11-15,H2,122418,11764569.19,231,151
Home & Garden,2025-11-17,H2,128023,12398009.68,228,140
Home & Garden,2025-11-18,H2,163926,10031342.12,210,116
Home & Garden,2025-11-19,H2,122224,9034495.03,182,118
Home & Garden,2025-11-20,H2,190140,10224257.86,270,159
Home & Garden,2025-11-21,H2,372632,19777370.71,345,167
Home & Garden,2025-11-22,H2,125551,7450680.49,110,85
Home & Garden,2025-11-24,H2,113732,10264949.22,114,97
Home & Garden,2025-11-25,H2,70970,7230471.96,93,78
Home & Garden,2025-11-26,H2,105437,7827587.69,102,87
Home & Garden,2025-11-27,H2,96265,9593499.41,109,90
Home & Garden,2025-11-28,H2,33410,6520554.6899999995,51,50
Home & Garden,2025-11-29,H2,38965,3913359.61,41,40
Home & Garden,2025-12-01,H2,43559,10241163.03,121,102
Home & Garden,2025-12-02,H2,40714,12179332.3,89,81
Home & Garden,2025-12-03,H2,28590,10230544.39,91,83
Home & Garden,2025-12-04,H2,34817,9327172.31,91,86
Home & Garden,2025-12-05,H2,36060,9808458.15,104,91
Home & Garden,2025-12-06,H2,25990,7076005.07,82,75
Home & Garden,2025-12-08,H2,51531,14466844.84,115,92
Home & Garden,2025-12-09,H2,52000,18483265.5,153,139
Home & Garden,2025-12-10,H2,34018,10100342.64,93,90
Home & Garden,2025-12-11,H2,34148,12645546.73,107,103
Home & Garden,2025-12-12,H2,43675,13992839.53,124,118
Home & Garden,2025-12-13,H2,35768,12072964.08,107,106
Home & Garden,2025-12-15,H2,62625,18860852.8,155,143
Home & Garden,2025-12-16,H2,36318,11974102.09,123,117
Home & Garden,2025-12-17,H2,47419,16320810.71,161,158
Home & Garden,2025-12-18,H2,52506,17014500.35,192,161
Home & Garden,2025-12-19,H2,45265,14945588.63,190,161
Home & Garden,2025-12-20,H2,17096,3881772.34,155,154
Home & Garden,2025-12-22,H2,16810,5783830.0,45,45
Toiletries,2025-06-30,H2,167713,17519736.55,194,144
Toiletries,2025-07-01,H2,4858,1126895.4,17,17
Toiletries,2025-07-02,H2,11349,1282851.5,15,15
Toiletries,2025-07-03,H2,16780,2472780.5,31,30
Toiletries,2025-07-04,H2,16586,2732321.38,30,29
Toiletries,2025-07-05,H2,13047,1894012.0,19,19
Toiletries,2025-07-07,H2,24170,3446675.03,29,28
Toiletries,2025-07-08,H2,38694,5101511.16,56,50
Toiletries,2025-07-09,H2,60723,8231705.21,74,70
Toiletries,2025-07-10,H2,84735,10642544.19,100,89
Toiletries,2025-07-11,H2,41006,5744049.87,58,53
Toiletries,2025-07-12,H2,42335,4862105.7,53,45
Toiletries,2025-07-14,H2,25736,3724218.5,46,42
Toiletries,2025-07-15,H2,13270,1749150.63,26,24
Toiletries,2025-07-16,H2,20539,2716139.06,21,21
Toiletries,2025-07-17,H2,51851,6701069.7,71,62
Toiletries,2025-07-18,H2,46532,5270317.11,53,46
Toiletries,2025-07-19,H2,11484,1554601.5,22,17
Toiletries,2025-07-21,H2,31306,4004258.8,44,42
Toiletries,2025-07-22,H2,28531,3993292.5,50,44
Toiletries,2025-07-23,H2,25881,3736328.5,44,41
Toiletries,2025-07-24,H2,76745,8712509.25,74,60
Toiletries,2025-07-25,H2,31611,3982791.2,53,44
Toiletries,2025-07-26,H2,65742,6944094.84,65,54
Toiletries,2025-07-28,H2,69718,8109824.6,76,63
Toiletries,2025-07-29,H2,51148,5700208.19,74,57
Toiletries,2025-07-30,H2,46952,6584217.17,80,66
Toiletries,2025-07-31,H2,76609,8598764.82,134,107
Toiletries,2025-08-01,H2,15558,3179358.45,38,35
Toiletries,2025-08-02,H2,13101,2588205.59,41,37
Toiletries,2025-08-04,H2,19819,3494571.62,66,60
Toiletries,2025-08-05,H2,12757,2582038.1,45,43
Toiletries,2025-08-06,H2,13068,2295052.56,46,43
Toiletries,2025-08-07,H2,12878,1845277.23,45,44
Toiletries,2025-08-08,H2,32338,4465585.85,179,170
Toiletries,2025-08-09,H2,38977,4906515.23,194,184
Toiletries,2025-08-11,H2,98162,12009716.01,333,218
Toiletries,2025-08-12,H2,36570,5096111.98,118,92
Toiletries,2025-08-13,H2,31804,4448259.08,119,91
Toiletries,2025-08-14,H2,53051,5690994.75,112,94
Toiletries,2025-08-15,H2,31822,4447477.37,111,91
Toiletries,2025-08-16,H2,30516,3527134.0100000002,100,84
Toiletries,2025-08-18,H2,37482,4927075.0,109,85
Toiletries,2025-08-19,H2,46935,5629275.87,118,98
Toiletries,2025-08-20,H2,36395,4949053.44,123,97
Toiletries,2025-08-21,H2,30807,3729167.95,121,102
Toiletries,2025-08-22,H2,23971,3511528.71,117,100
Toiletries,2025-08-23,H2,24605,3315933.9899999998,119,103
Toiletries,2025-08-25,H2,25166,3162287.5,117,95
Toiletries,2025-08-26,H2,26794,3531029.51,123,101
Toiletries,2025-08-27,H2,29949,3846348.96,117,98
Toiletries,2025-08-28,H2,32857,4317031.06,121,105
Toiletries,2025-08-29,H2,52727,6331190.24,199,156
Toiletries,2025-08-30,H2,69123,8632167.29,112,103
Toiletries,2025-09-01,H2,13145,2904134.93,39,36
Toiletries,2025-09-02,H2,33166,4858308.78,57,50
Toiletries,2025-09-03,H2,50337,6782926.87,93,74
Toiletries,2025-09-04,H2,94448,11156273.33,155,104
Toiletries,2025-09-05,H2,50357,6686291.66,109,89
Toiletries,2025-09-06,H2,41475,4633622.02,80,69
Toiletries,2025-09-08,H2,22404,3476011.09,64,58
Toiletries,2025-09-09,H2,34175,3886185.57,123,95
Toiletries,2025-09-10,H2,53372,5692250.21,156,119
Toiletries,2025-09-11,H2,81681,7459835.36,162,120
Toiletries,2025-09-12,H2,49762,5225376.29,47,44
Toiletries,2025-09-13,H2,49348,5532723.32,116,83
Toiletries,2025-09-15,H2,33685,4084453.98,59,56
Toiletries,2025-09-16,H2,41175,4696631.25,70,62
Toiletries,2025-09-17,H2,53492,5567153.15,132,111
Toiletries,2025-09-18,H2,70019,6775409.3100000005,89,74
Toiletries,2025-09-19,H2,14138,2147576.88,36,34
Toiletries,2025-09-20,H2,33178,4034894.65,142,99
Toiletries,2025-09-22,H2,14310,2191111.29,28,28
Toiletries,2025-09-23,H2,63681,6604897.78,119,99
Toiletries,2025-09-24,H2,17841,2768039.54,64,60
Toiletries,2025-09-25,H2,19008,3595416.68,40,38
Toiletries,2025-09-26,H2,16020,2739936.16,37,33
Toiletries,2025-09-27,H2,62353,6057108.84,150,106
Toiletries,2025-09-29,H2,102152,8552923.8,137,99
Toiletries,2025-09-30,H2,83123,11093082.9,359,219
Toiletries,2025-10-01,H2,22884,4367402.7,46,42
Toiletries,2025-10-02,H2,25772,4644113.16,77,64
Toiletries,2025-10-03,H2,20571,3398528.04,85,71
Toiletries,2025-10-04,H2,22806,3503979.74,51,47
Toiletries,2025-10-06,H2,24805,2914527.52,55,53
Toiletries,2025-10-07,H2,27091,3830855.04,75,68
Toiletries,2025-10-08,H2,57143,7847754.5,313,154
Toiletries,2025-10-09,H2,27316,3926348.68,134,113
Toiletries,2025-10-10,H2,31704,4936440.31,149,125
