sku,description,category,year_week,period,quantity,revenue,num_orders,num_customers,date
10005,GPW 2.5mm BLACK 100M COIL,Hardware,2025-W09,H1,10,6400.0,1,1,2025-02-26
10005,GPW 2.5mm BLACK 100M COIL,Hardware,2025-W25,H1,10,6400.0,1,1,2025-06-16
10006,CABLE FTE 2.5mm X 2 CORE WHITE 100M COIL,Toiletries,2025-W05,H1,112,207200.0,2,2,2025-02-01
10006,CABLE FTE 2.5mm X 2 CORE WHITE 100M COIL,Toiletries,2025-W06,H1,1645,3033250.0,28,15,2025-02-03
10006,CABLE FTE 2.5mm X 2 CORE WHITE 100M COIL,Toiletries,2025-W07,H1,2229,4119150.0,41,24,2025-02-10
10006,CABLE FTE 2.5mm X 2 CORE WHITE 100M COIL,Toiletries,2025-W08,H1,1281,2369850.0,24,15,2025-02-17
10006,CABLE FTE 2.5mm X 2 CORE WHITE 100M COIL,Toiletries,2025-W09,H1,1129,2090542.0,23,14,2025-02-24
10006,CABLE FTE 2.5mm X 2 CORE WHITE 100M COIL,Toiletries,2025-W23,H1,1401,2591850.0,22,18,2025-06-02
10006,CABLE FTE 2.5mm X 2 CORE WHITE 100M COIL,Toiletries,2025-W24,H1,1160,2146000.0,24,15,2025-06-09
10006,CABLE FTE 2.5mm X 2 CORE WHITE 100M COIL,Toiletries,2025-W25,H1,1904,3524292.0,37,18,2025-06-16
10006,CABLE FTE 2.5mm X 2 CORE WHITE 100M COIL,Toiletries,2025-W26,H1,1186,2194100.0,34,21,2025-06-23
10006,FTE 2.5mm X 2 CORE WHITE 100M COIL,Toiletries,2025-W09,H1,20,37000.0,1,1,2025-02-26
10006,FTE 2.5mm X 2 CORE WHITE 100M COIL,Toiletries,2025-W25,H1,20,37000.0,1,1,2025-06-16
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W02,H1,132,9967.8,3,3,2025-01-08
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W03,H1,1694,123588.0,22,22,2025-01-13
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W04,H1,3450,259845.0,16,16,2025-01-20
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W05,H1,1564,112616.0,21,20,2025-01-27
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W06,H1,77,5544.0,4,4,2025-02-06
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W07,H1,50,3604.0,5,5,2025-02-11
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W08,H1,62,4466.0,11,11,2025-02-17
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W09,H1,10,726.0,2,2,2025-02-27
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W10,H1,274,20112.6,10,9,2025-03-04
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W11,H1,472,33693.2,9,7,2025-03-10
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W12,H1,336,24446.44,8,8,2025-03-17
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W13,H1,309,23106.4,12,12,2025-03-24
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W14,H1,357,25689.0,18,18,2025-03-31
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W15,H1,5695,410356.0,29,27,2025-04-07
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W16,H1,445,32921.479999999996,16,16,2025-04-14
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W17,H1,1846,132912.0,15,15,2025-04-21
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W18,H1,2540,182913.5,17,16,2025-04-28
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W19,H1,361,26933.079999999998,11,11,2025-05-05
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W20,H1,377,27465.23,23,20,2025-05-12
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W21,H1,634,47151.119999999995,15,15,2025-05-19
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W22,H1,130,9579.06,12,12,2025-05-26
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W23,H1,278,21185.96,7,7,2025-06-03
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W24,H1,2233,163519.0,25,25,2025-06-09
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W25,H1,1009,75443.65,17,15,2025-06-16
10006,PLAYGIRL ROLL-ON DESIRE 6x50ML,Toiletries,2025-W26,H1,4060,299197.0,50,49,2025-06-23
10007,CABLE GPW 1.5mm GREEN/YELLOW 100M COIL,Hardware,2025-W05,H1,55,24750.0,2,2,2025-02-01
10007,CABLE GPW 1.5mm GREEN/YELLOW 100M COIL,Hardware,2025-W06,H1,40,18000.0,4,4,2025-02-05
10007,CABLE GPW 1.5mm GREEN/YELLOW 100M COIL,Hardware,2025-W07,H1,40,16800.0,3,3,2025-02-11
10007,CABLE GPW 1.5mm GREEN/YELLOW 100M COIL,Hardware,2025-W08,H1,190,79800.0,10,6,2025-02-17
10007,CABLE GPW 1.5mm GREEN/YELLOW 100M COIL,Hardware,2025-W09,H1,135,56700.0,5,5,2025-02-25
10007,CABLE GPW 1.5mm GREEN/YELLOW 100M COIL,Hardware,2025-W23,H1,30,12600.0,3,2,2025-06-06
10007,CABLE GPW 1.5mm GREEN/YELLOW 100M COIL,Hardware,2025-W24,H1,215,90300.0,9,6,2025-06-09
10007,CABLE GPW 1.5mm GREEN/YELLOW 100M COIL,Hardware,2025-W25,H1,220,92400.0,9,6,2025-06-16
10007,CABLE GPW 1.5mm GREEN/YELLOW 100M COIL,Hardware,2025-W26,H1,90,37800.0,8,8,2025-06-23
10007,GPW 1.5mm GREEN/YELLOW 100M COIL,Hardware,2025-W09,H1,10,4200.0,1,1,2025-02-26
10007,GPW 1.5mm GREEN/YELLOW 100M COIL,Hardware,2025-W25,H1,10,4200.0,1,1,2025-06-16
10008,DOOR FRAME LIGHT DUTY,Hardware,2025-W05,H1,150,26250.0,1,1,2025-02-01
10008,DOOR FRAME LIGHT DUTY,Hardware,2025-W06,H1,1478,274400.0,11,7,2025-02-03
10008,DOOR FRAME LIGHT DUTY,Hardware,2025-W07,H1,65,11900.0,5,2,2025-02-10
10008,DOOR FRAME LIGHT DUTY,Hardware,2025-W08,H1,180,34000.0,4,4,2025-02-17
10008,DOOR FRAME LIGHT DUTY,Hardware,2025-W09,H1,500,110000.0,6,6,2025-02-24
10008,DOOR FRAME LIGHT DUTY,Hardware,2025-W23,H1,140,26600.0,4,3,2025-06-04
10008,DOOR FRAME LIGHT DUTY,Hardware,2025-W24,H1,550,119400.0,7,6,2025-06-09
10008,DOOR FRAME LIGHT DUTY,Hardware,2025-W25,H1,160,28050.0,3,3,2025-06-17
10008,DOOR FRAME LIGHT DUTY,Hardware,2025-W26,H1,208,36390.0,3,2,2025-06-24
10008,DOOR FRAME LIGHT DUTY  5L & 5R,Hardware,2025-W26,H1,200,35000.0,2,1,2025-06-24
10008,DOOR FRAME LIGHT DUTY  R-20 / L-10,Hardware,2025-W06,H1,30,5250.0,1,1,2025-02-07
10008,DOOR FRAME LIGHT DUTY  R-20 / L-10,Hardware,2025-W26,H1,50,8750.0,1,1,2025-06-23
10008,DOOR FRAME LIGHT DUTY - LEFT ONLY,Hardware,2025-W06,H1,50,8750.0,1,1,2025-02-03
10008,DOOR FRAME LIGHT DUTY 40L&R,Hardware,2025-W08,H1,80,15200.0,1,1,2025-02-19
10008,DOOR FRAME LIGHT DUTY 40L&R,Hardware,2025-W24,H1,80,15200.0,1,1,2025-06-09
10008,DOOR FRAME LIGHT DUTY 40L&R,Hardware,2025-W26,H1,200,34000.0,2,1,2025-06-25
10008,DOOR FRAME LIGHT DUTY 5L&R,Hardware,2025-W26,H1,10,1750.0,1,1,2025-06-28
10009,DOOR FRAME HEAVY DUTY,Hardware,2025-W05,H1,900,234000.0,3,3,2025-02-01
10009,DOOR FRAME HEAVY DUTY,Hardware,2025-W06,H1,3940,1024400.0,19,12,2025-02-03
10009,DOOR FRAME HEAVY DUTY,Hardware,2025-W07,H1,650,176700.0,13,7,2025-02-10
10009,DOOR FRAME HEAVY DUTY,Hardware,2025-W08,H1,930,261200.0,10,7,2025-02-17
10009,DOOR FRAME HEAVY DUTY,Hardware,2025-W09,H1,530,148700.0,5,5,2025-02-25
10009,DOOR FRAME HEAVY DUTY,Hardware,2025-W23,H1,730,202800.0,10,8,2025-06-02
10009,DOOR FRAME HEAVY DUTY,Hardware,2025-W24,H1,730,205400.0,8,6,2025-06-09
10009,DOOR FRAME HEAVY DUTY,Hardware,2025-W25,H1,1210,323300.0,10,8,2025-06-16
10009,DOOR FRAME HEAVY DUTY,Hardware,2025-W26,H1,1551,403260.0,17,9,2025-06-23
10009,DOOR FRAME HEAVY DUTY  40L&R,Hardware,2025-W25,H1,100,26000.0,1,1,2025-06-21
10009,DOOR FRAME HEAVY DUTY  LEFT & RIGHT,Hardware,2025-W25,H1,20,5200.0,1,1,2025-06-19
10009,DOOR FRAME HEAVY DUTY - 20L&20R,Hardware,2025-W26,H1,50,13000.0,1,1,2025-06-26
10009,DOOR FRAME HEAVY DUTY - 5L & 5R,Hardware,2025-W26,H1,10,2600.0,1,1,2025-06-23
10009,DOOR FRAME HEAVY DUTY 20L&R,Hardware,2025-W07,H1,100,26000.0,1,1,2025-02-12
10009,DOOR FRAME HEAVY DUTY 20L&R,Hardware,2025-W25,H1,100,26000.0,1,1,2025-06-18
10009,DOOR FRAME HEAVY DUTY 50L&R,Hardware,2025-W25,H1,100,26000.0,1,1,2025-06-20
10009,DOOR FRAME HEAVY DUTY 5L & 5R,Hardware,2025-W26,H1,200,52000.0,2,1,2025-06-24
10009,DOOR FRAME HEAVY DUTY LEFT ONLY,Hardware,2025-W26,H1,50,13000.0,1,1,2025-06-24
10009,DOOR FRAME HEAVY DUTY RIGHT 40L&R,Hardware,2025-W08,H1,100,28000.0,1,1,2025-02-19
10009,DOOR FRAME HEAVY DUTY RIGHT 40L&R,Hardware,2025-W24,H1,100,28000.0,1,1,2025-06-09
10009,DOOR FRAME HEAVY DUTY RIGHT 40L&R,Hardware,2025-W26,H1,200,56000.0,2,1,2025-06-25
10010,DOOR FRAME STABLE DOOR,Hardware,2025-W26,H1,10,2700.0,1,1,2025-06-28
10010,DOOR FRAME STABLE DOOR HEAVY DUTY,Hardware,2025-W05,H1,50,13500.0,1,1,2025-02-01
10010,DOOR FRAME STABLE DOOR HEAVY DUTY,Hardware,2025-W06,H1,80,21500.0,3,3,2025-02-03
10010,DOOR FRAME STABLE DOOR HEAVY DUTY,Hardware,2025-W07,H1,30,7500.0,1,1,2025-02-12
10010,DOOR FRAME STABLE DOOR HEAVY DUTY,Hardware,2025-W08,H1,80,22500.0,3,2,2025-02-17
10010,DOOR FRAME STABLE DOOR HEAVY DUTY,Hardware,2025-W09,H1,50,14000.0,1,1,2025-02-24
10010,DOOR FRAME STABLE DOOR HEAVY DUTY,Hardware,2025-W23,H1,50,13650.0,2,2,2025-06-05
10010,DOOR FRAME STABLE DOOR HEAVY DUTY,Hardware,2025-W24,H1,80,22850.0,2,2,2025-06-09
10010,DOOR FRAME STABLE DOOR HEAVY DUTY,Hardware,2025-W25,H1,40,10200.0,2,2,2025-06-18
10010,DOOR FRAME STABLE DOOR HEAVY DUTY,Hardware,2025-W26,H1,190,54050.0,4,3,2025-06-23
10010,DOOR FRAME STABLE DOOR HEAVY DUTY 5R,Hardware,2025-W26,H1,20,5400.0,2,1,2025-06-24
10010,DOOR FRAME STABLE DOOR MED DUTY,Hardware,2025-W07,H1,15,3750.0,1,1,2025-02-15
10010,DOOR FRAME STABLE DOOR MED DUTY,Hardware,2025-W23,H1,15,3750.0,1,1,2025-06-04
10011,DOOR COMBI LIGHT DUTY GREY,Hardware,2025-W05,H1,10,5250.0,1,1,2025-02-01
10011,DOOR COMBI LIGHT DUTY GREY,Hardware,2025-W06,H1,915,477320.0,16,10,2025-02-03
10011,DOOR COMBI LIGHT DUTY GREY,Hardware,2025-W07,H1,210,109850.0,4,3,2025-02-10
10011,DOOR COMBI LIGHT DUTY GREY,Hardware,2025-W08,H1,40,20800.0,2,1,2025-02-17
10011,DOOR COMBI LIGHT DUTY GREY,Hardware,2025-W09,H1,110,57250.0,3,3,2025-02-24
10011,DOOR COMBI LIGHT DUTY GREY,Hardware,2025-W23,H1,90,47450.0,3,3,2025-06-04
10011,DOOR COMBI LIGHT DUTY GREY,Hardware,2025-W24,H1,120,62450.0,4,4,2025-06-11
10011,DOOR COMBI LIGHT DUTY GREY,Hardware,2025-W25,H1,50,26000.0,1,1,2025-06-18
10011,DOOR COMBI LIGHT DUTY GREY,Hardware,2025-W26,H1,165,86050.0,5,4,2025-06-23
10011,DOOR COMBI MED DUTY GREY,Hardware,2025-W08,H1,10,5350.0,1,1,2025-02-20
10011,DOOR COMBI MED DUTY GREY,Hardware,2025-W24,H1,10,5350.0,1,1,2025-06-11
10011,DOOR COMBI MED DUTY GREY 30L&R,Hardware,2025-W08,H1,60,31500.0,1,1,2025-02-19
10011,DOOR COMBI MED DUTY GREY 30L&R,Hardware,2025-W24,H1,60,31500.0,1,1,2025-06-09
10011,DOOR COMBI MED DUTY GREY 30L&R,Hardware,2025-W26,H1,200,105000.0,2,1,2025-06-25
10011,HALLS XTRA STRONG POLY BAGS 48X72'S,Hardware,2025-W02,H1,8,6720.0,1,1,2025-01-11
10011,HALLS XTRA STRONG POLY BAGS 48X72'S,Hardware,2025-W04,H1,8,6720.0,1,1,2025-01-24
10012,CUTICURA HERBAL TEA TREE FACE WASH 6X150ML,Vehicles & Parts,2025-W19,H1,1,252.0,1,1,2025-05-08
10012,CUTICURA HERBAL TEA TREE FACE WASH 6X150ML,Vehicles & Parts,2025-W20,H1,10,2520.0,8,8,2025-05-16
10012,CUTICURA HERBAL TEA TREE FACE WASH 6X150ML,Vehicles & Parts,2025-W21,H1,23,5796.0,21,21,2025-05-19
10012,CUTICURA HERBAL TEA TREE FACE WASH 6X150ML,Vehicles & Parts,2025-W22,H1,2,504.0,2,2,2025-05-26
10012,DOOR COMBI HEAVY DUTY GREY,Vehicles & Parts,2025-W05,H1,110,69350.0,2,2,2025-02-01
10012,DOOR COMBI HEAVY DUTY GREY,Vehicles & Parts,2025-W06,H1,397,250140.0,10,9,2025-02-03
10012,DOOR COMBI HEAVY DUTY GREY,Vehicles & Parts,2025-W07,H1,190,121150.0,8,5,2025-02-10
10012,DOOR COMBI HEAVY DUTY GREY,Vehicles & Parts,2025-W08,H1,49,31265.0,2,2,2025-02-17
10012,DOOR COMBI HEAVY DUTY GREY,Vehicles & Parts,2025-W09,H1,115,73550.0,4,4,2025-02-25
10012,DOOR COMBI HEAVY DUTY GREY,Vehicles & Parts,2025-W23,H1,79,50465.0,4,4,2025-06-04
10012,DOOR COMBI HEAVY DUTY GREY,Vehicles & Parts,2025-W24,H1,105,67150.0,3,3,2025-06-13
10012,DOOR COMBI HEAVY DUTY GREY,Vehicles & Parts,2025-W25,H1,140,89000.0,5,5,2025-06-17
10012,DOOR COMBI HEAVY DUTY GREY,Vehicles & Parts,2025-W26,H1,190,119500.0,8,7,2025-06-23
10012,DOOR COMBI HEAVY DUTY GREY 10L&10R,Vehicles & Parts,2025-W26,H1,20,13200.0,1,1,2025-06-26
10012,DOOR COMBI HEAVY DUTY GREY 10L&R,Vehicles & Parts,2025-W08,H1,20,12700.0,1,1,2025-02-19
10012,DOOR COMBI HEAVY DUTY GREY 10L&R,Vehicles & Parts,2025-W24,H1,20,12700.0,1,1,2025-06-09
10012,DOOR COMBI HEAVY DUTY GREY 10L&R,Vehicles & Parts,2025-W26,H1,200,127000.0,2,1,2025-06-25
10012,DOOR COMBI HEAVY DUTY GREY 15L&R,Vehicles & Parts,2025-W25,H1,100,63000.0,1,1,2025-06-21
10012,LIL MASTERS DIAPERS BASIC PLUS LARGE 100's (S3),Vehicles & Parts,2025-W03,H1,14568,2529864.0,7,7,2025-01-14
10012,LIL MASTERS DIAPERS BASIC PLUS LARGE 100's (S3),Vehicles & Parts,2025-W04,H1,13716,2373068.0,8,8,2025-01-20
10012,LIL MASTERS DIAPERS BASIC PLUS LARGE 100's (S3),Vehicles & Parts,2025-W05,H1,24120,4171600.0,13,13,2025-01-28
10013,CABLE GPW 2.5mm GREEN / YELLOW 100M COIL,Hardware,2025-W05,H1,55,35750.0,2,2,2025-02-01
10013,CABLE GPW 2.5mm GREEN / YELLOW 100M COIL,Hardware,2025-W06,H1,110,71500.0,6,5,2025-02-04
10013,CABLE GPW 2.5mm GREEN / YELLOW 100M COIL,Hardware,2025-W07,H1,130,80850.0,9,8,2025-02-10
10013,CABLE GPW 2.5mm GREEN / YELLOW 100M COIL,Hardware,2025-W08,H1,90,56300.0,9,6,2025-02-17
10013,CABLE GPW 2.5mm GREEN / YELLOW 100M COIL,Hardware,2025-W09,H1,50,31000.0,5,5,2025-02-24
10013,CABLE GPW 2.5mm GREEN / YELLOW 100M COIL,Hardware,2025-W23,H1,90,56250.0,5,4,2025-06-03
10013,CABLE GPW 2.5mm GREEN / YELLOW 100M COIL,Hardware,2025-W24,H1,70,43700.0,7,6,2025-06-09
10013,CABLE GPW 2.5mm GREEN / YELLOW 100M COIL,Hardware,2025-W25,H1,130,80600.0,9,7,2025-06-17
10013,CABLE GPW 2.5mm GREEN / YELLOW 100M COIL,Hardware,2025-W26,H1,130,80400.0,10,9,2025-06-23
10013,CUTICURA TEA TREE BODY BAR 6X100G,Hardware,2025-W18,H1,4,680.0,2,2,2025-05-03
10013,CUTICURA TEA TREE BODY BAR 6X100G,Hardware,2025-W20,H1,12,2040.0,5,5,2025-05-15
10013,CUTICURA TEA TREE BODY BAR 6X100G,Hardware,2025-W21,H1,30,5100.0,12,12,2025-05-19
10013,CUTICURA TEA TREE BODY BAR 6X100G,Hardware,2025-W22,H1,3,510.0,2,2,2025-05-26
10013,GPW 2.5mm GREEN / YELLOW 100M COIL,Hardware,2025-W09,H1,10,6400.0,1,1,2025-02-26
10013,GPW 2.5mm GREEN / YELLOW 100M COIL,Hardware,2025-W25,H1,10,6400.0,1,1,2025-06-16
10013,LIL MASTERS DIAPERS BASIC PLUS MEDIUM 100's (S2),Hardware,2025-W03,H1,8294,1436160.0,9,9,2025-01-13
10013,LIL MASTERS DIAPERS BASIC PLUS MEDIUM 100's (S2),Hardware,2025-W04,H1,7520,1301160.0,4,4,2025-01-20
10013,LIL MASTERS DIAPERS BASIC PLUS MEDIUM 100's (S2),Hardware,2025-W05,H1,16640,2871440.0,12,12,2025-01-28
10014,CABLE GPW 1.5mm BLACK 100M COIL,Hardware,2025-W05,H1,55,24750.0,2,2,2025-02-01
10014,CABLE GPW 1.5mm BLACK 100M COIL,Hardware,2025-W06,H1,210,94500.0,18,8,2025-02-03
10014,CABLE GPW 1.5mm BLACK 100M COIL,Hardware,2025-W07,H1,140,58800.0,9,8,2025-02-10
10014,CABLE GPW 1.5mm BLACK 100M COIL,Hardware,2025-W08,H1,180,75600.0,9,6,2025-02-17
10014,CABLE GPW 1.5mm BLACK 100M COIL,Hardware,2025-W09,H1,160,67200.0,7,7,2025-02-24
10014,CABLE GPW 1.5mm BLACK 100M COIL,Hardware,2025-W23,H1,100,42000.0,6,5,2025-06-03
10014,CABLE GPW 1.5mm BLACK 100M COIL,Hardware,2025-W24,H1,210,88200.0,8,7,2025-06-09
10014,CABLE GPW 1.5mm BLACK 100M COIL,Hardware,2025-W25,H1,302,126840.0,14,10,2025-06-16
10014,CABLE GPW 1.5mm BLACK 100M COIL,Hardware,2025-W26,H1,157,65940.0,17,10,2025-06-23
10014,CUTICURA FACE SCRUB 6X150ML,Hardware,2025-W20,H1,4,1008.0,4,4,2025-05-15
10014,CUTICURA FACE SCRUB 6X150ML,Hardware,2025-W21,H1,18,4536.0,12,12,2025-05-19
10014,CUTICURA FACE SCRUB 6X150ML,Hardware,2025-W22,H1,1,252.0,1,1,2025-05-26
10014,GPW 1.5mm BLACK 100M COIL,Hardware,2025-W09,H1,10,4200.0,1,1,2025-02-26
10014,GPW 1.5mm BLACK 100M COIL,Hardware,2025-W25,H1,10,4200.0,1,1,2025-06-16
10014,LIL MASTERS DIAPERS BASIC PLUS SMALL 100's (S1),Hardware,2025-W03,H1,1620,280500.0,5,5,2025-01-13
10014,LIL MASTERS DIAPERS BASIC PLUS SMALL 100's (S1),Hardware,2025-W04,H1,4000,692000.0,2,2,2025-01-20
10014,LIL MASTERS DIAPERS BASIC PLUS SMALL 100's (S1),Hardware,2025-W05,H1,5820,1009100.0,6,6,2025-01-28
10016,MPL MEDITATED HAIR OIL 6x125g,Home & Garden,2025-W04,H1,48,7296.0,2,2,2025-01-20
10016,MPL MEDITATED HAIR OIL 6x125g,Home & Garden,2025-W09,H1,16,2432.0,1,1,2025-02-27
10016,MPL MEDITATED HAIR OIL 6x125g,Home & Garden,2025-W11,H1,16,2432.0,1,1,2025-03-13
10016,MPL MEDITATED HAIR OIL 6x125g,Home & Garden,2025-W15,H1,19,2869.0,2,2,2025-04-07
10016,MPL MEDITATED HAIR OIL 6x125g,Home & Garden,2025-W16,H1,7,1057.0,1,1,2025-04-18
10016,MPL MEDITATED HAIR OIL 6x125g,Home & Garden,2025-W17,H1,311,46961.0,1,1,2025-04-21
10016,MPL MEDITATED HAIR OIL 6x125g,Home & Garden,2025-W18,H1,9,1359.0,2,2,2025-04-28
10017,CUTICURA OIL CONTROL SOAP 6X100G,Home & Garden,2025-W20,H1,8,768.0,4,4,2025-05-14
10017,CUTICURA OIL CONTROL SOAP 6X100G,Home & Garden,2025-W21,H1,30,2880.0,13,12,2025-05-19
10017,CUTICURA OIL CONTROL SOAP 6X100G,Home & Garden,2025-W22,H1,1,96.0,1,1,2025-05-26
10017,LIL MASTERS DIAPERS BASIC PLUS XLARGE 100's (S4),Home & Garden,2025-W03,H1,11426,1986312.0,9,9,2025-01-13
10017,LIL MASTERS DIAPERS BASIC PLUS XLARGE 100's (S4),Home & Garden,2025-W04,H1,5654,978342.0,6,6,2025-01-20
10017,LIL MASTERS DIAPERS BASIC PLUS XLARGE 100's (S4),Home & Garden,2025-W05,H1,14062,2443780.0,10,10,2025-01-28
10019,TIMBER 152mm x 38mm x 6.0M,Hardware,2025-W05,H1,168,29232.0,2,2,2025-02-01
10019,TIMBER 152mm x 38mm x 6.0M,Hardware,2025-W06,H1,1512,264096.0,5,3,2025-02-04
