category,year_week,weekly_quantity,avg_unit_price,weekly_revenue,unique_skus,order_count,data_completeness
Vehicles & Parts,2025-W21,23.0,252.0,5796.0,1,21,complete
Vehicles & Parts,2025-W22,2.0,252.0,504.0,1,2,partial
Vehicles & Parts,2025-W23,79.0,638.75,50465.0,1,4,partial
Vehicles & Parts,2025-W24,125.0,636.25,79850.0,1,4,complete
Vehicles & Parts,2025-W25,240.0,633.3333333333334,152000.0,1,6,complete
Vehicles & Parts,2025-W26,410.0,632.7272727272727,259700.0,1,11,complete
Vehicles & Parts,2025-W27,70.0,638.75,44750.0,1,4,complete
Vehicles & Parts,2025-W28,39.0,635.0,24765.0,1,2,complete
Vehicles & Parts,2025-W29,435.0,629.4444444444445,273500.0,1,9,complete
Vehicles & Parts,2025-W30,227.0,629.2857142857143,143640.0,1,7,complete
Vehicles & Parts,2025-W31,240.0,636.6666666666666,152700.0,1,9,complete
Vehicles & Parts,2025-W32,420.0,628.8888888888889,265250.0,1,9,complete
Vehicles & Parts,2025-W33,160.0,638.3333333333334,102050.0,1,6,complete
Vehicles & Parts,2025-W34,99.0,638.0,63165.0,1,5,complete
Vehicles & Parts,2025-W35,105.0,636.6666666666666,67150.0,1,3,complete
Vehicles & Parts,2025-W36,360.0,631.1111111111111,227500.0,1,9,complete
Vehicles & Parts,2025-W37,300.0,635.0,190550.0,1,9,complete
Vehicles & Parts,2025-W38,310.0,632.1428571428571,195050.0,1,7,partial
Vehicles & Parts,2025-W39,227.0,629.2857142857143,143640.0,1,7,partial
Vehicles & Parts,2025-W40,400.0,635.4166666666666,253950.0,1,12,complete
Vehicles & Parts,2025-W41,300.0,631.6666666666666,189800.0,1,9,complete
Vehicles & Parts,2025-W42,260.0,635.0,165250.0,1,8,partial
Vehicles & Parts,2025-W43,400.0,631.5,252800.0,1,10,complete
Vehicles & Parts,2025-W44,260.0,636.4285714285714,164800.0,1,7,complete
Vehicles & Parts,2025-W45,487.0,631.7857142857143,307740.0,1,14,complete
Vehicles & Parts,2025-W46,169.0,636.4285714285714,107515.0,1,7,complete
Vehicles & Parts,2025-W47,205.0,635.0,130550.0,1,8,complete
Vehicles & Parts,2025-W48,450.0,632.2727272727273,284800.0,1,11,complete
Vehicles & Parts,2025-W49,597.0,631.875,377090.0,1,16,complete
Vehicles & Parts,2025-W50,169.0,636.4285714285714,107515.0,1,7,complete
Vehicles & Parts,2025-W51,564.0,632.3076923076923,356680.0,1,13,complete
Vehicles & Parts,2025-W52,38.0,620.0,23560.0,1,2,minimal
