sku,description,category,date,period,quantity,revenue,num_orders,num_customers
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-01-28,H1,110,8070.0,4,4
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-01-29,H1,236,17712.0,5,5
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-01-30,H1,624,44896.0,7,7
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-01-31,H1,418,33177.979999999996,5,5
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-02-01,H1,1,72.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-02-06,H1,44,3168.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-02-07,H1,45,3240.0,4,4
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-02-11,H1,34,2448.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-02-12,H1,163,12940.0,4,4
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-02-17,H1,15,1080.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-02-18,H1,9,650.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-02-19,H1,124,9648.08,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-02-20,H1,14,1008.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-02-21,H1,6,432.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-02-27,H1,10,726.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-04,H1,186,13686.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-05,H1,36,2736.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-06,H1,16,1133.8,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-07,H1,14,1006.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-10,H1,6,432.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-11,H1,480,35284.2,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-12,H1,84,6132.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-13,H1,8,580.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-14,H1,105,7875.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-15,H1,7,504.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-17,H1,23,1644.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-20,H1,53,3752.4,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-21,H1,82,5904.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-22,H1,20,1440.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-24,H1,24,1785.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-25,H1,97,7072.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-27,H1,1102,82629.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-28,H1,108,8120.7,4,4
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-03-31,H1,14,1008.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-01,H1,7617,548424.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-02,H1,63,4536.0,4,4
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-03,H1,2393,172362.0,6,6
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-04,H1,87,6525.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-05,H1,30,2145.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-07,H1,184,13342.0,4,4
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-09,H1,45,3240.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-10,H1,194,14183.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-11,H1,15,1080.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-12,H1,51,3672.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-14,H1,2,152.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-15,H1,10,799.9,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-16,H1,124,9027.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-18,H1,10,720.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-19,H1,150,10800.0,4,4
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-21,H1,411,29592.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-22,H1,3196,230120.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-23,H1,58,4176.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-24,H1,100,7200.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-25,H1,1189,85608.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-26,H1,281,20325.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-28,H1,11,792.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-29,H1,139,10412.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-04-30,H1,1661,119592.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-01,H1,21,1524.63,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-02,H1,79,5709.5,4,4
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-03,H1,368,27125.0,6,6
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-05,H1,309,22521.199999999997,9,9
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-06,H1,101,7549.5,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-07,H1,10,760.63,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-08,H1,1,70.5,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-09,H1,77,5780.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-10,H1,195,14187.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-12,H1,8,584.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-13,H1,121,8716.63,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-14,H1,60,4354.5,4,4
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-15,H1,83,6159.71,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-16,H1,31,2248.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-17,H1,48,3384.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-19,H1,49,3532.63,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-20,H1,234,16680.3,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-21,H1,54,3816.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-22,H1,64,4780.3,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-23,H1,62,4461.26,4,4
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-24,H1,84,6305.4,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-26,H1,66,4972.35,4,4
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-27,H1,123,9052.0,5,5
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-05-28,H1,25,1788.76,6,6
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-04,H1,389,29607.0,6,6
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-07,H1,502,36166.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-09,H1,556,41193.0,8,8
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-10,H1,487,35964.91,7,7
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-11,H1,723,53292.0,6,6
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-13,H1,108,7755.0,4,4
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-16,H1,217,15721.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-17,H1,527,39080.0,7,7
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-18,H1,60,4275.0,2,2
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-20,H1,168,12051.0,3,3
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-21,H1,430,32695.3,5,5
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-23,H1,663,50169.0,9,9
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-24,H1,929,69315.0,13,13
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-26,H1,146,10950.0,1,1
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-27,H1,1113,81818.31,10,10
10054,PLAYGIRL ROLL-ON SENSUOUS 6x50ML,Toiletries,2025-06-28,H1,724,53500.0,11,11
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-06,H1,48,20880.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-10,H1,560,238560.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-13,H1,700,296800.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-14,H1,600,255600.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-15,H1,4,1704.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-17,H1,180,78580.0,4,4
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-18,H1,64,27392.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-20,H1,48,20536.0,4,4
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-22,H1,20,8460.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-27,H1,200,84800.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-28,H1,160,69000.0,2,2
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-29,H1,32,13858.0,2,2
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-30,H1,44,18450.0,3,3
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-01-31,H1,2,806.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-02-01,H1,60,25980.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-02-10,H1,48,20880.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-02-17,H1,32,13696.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-02-22,H1,15,6480.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-02-28,H1,60,25980.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-03-05,H1,88,37488.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-03-06,H1,65,28145.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-03-11,H1,60,25980.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-03-13,H1,22,9526.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-03-17,H1,37,16021.0,2,2
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-03-18,H1,37,16021.0,2,2
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-03-19,H1,150,64205.0,2,2
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-03-20,H1,12,5196.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-03-22,H1,15,6390.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-03-24,H1,5,2165.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-03-25,H1,15,6480.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-03-28,H1,6,2598.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-04-01,H1,9,3915.0,2,2
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-04-03,H1,9,3915.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-04-07,H1,11,4785.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-04-10,H1,7,3045.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-04-12,H1,95,40660.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-04-15,H1,53,22684.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-04-16,H1,69,29457.0,2,2
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-04-17,H1,11,4785.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-04-21,H1,165,71041.0,3,3
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-04-22,H1,6,2592.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-04-25,H1,18,7830.0,2,2
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-04-28,H1,10,4350.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-05-13,H1,17,7276.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-05-16,H1,9,4364.91,3,3
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-05-17,H1,6,2909.94,2,2
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-05-19,H1,3,1454.97,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-05-20,H1,185,79780.0,3,3
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-05-21,H1,277,118730.97,3,3
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-05-22,H1,54,23180.97,2,2
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-05-23,H1,21,10184.79,4,4
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-05-24,H1,12,5819.88,2,2
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-05-27,H1,1,484.99,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-05-31,H1,3,1454.97,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-06-04,H1,198,84348.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-06-05,H1,98,41944.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-06-07,H1,56,23968.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-06-09,H1,29,12412.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-06-10,H1,71,30388.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-06-12,H1,64,27636.0,3,3
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-06-20,H1,200,85206.0,2,2
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-06-24,H1,316,136828.0,1,1
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-06-25,H1,457,194910.0,2,2
10055,GENTLE MAGIC SOAP (9X6),Toiletries,2025-06-27,H1,316,136828.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-01,H1,176,59840.0,3,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-03,H1,626,212840.0,12,7
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-04,H1,64,21760.0,2,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-05,H1,810,275400.0,3,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-06,H1,2098,713465.0,4,3
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-07,H1,1225,416500.0,4,4
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-08,H1,26,8840.0,2,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-10,H1,120,40770.0,6,3
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-11,H1,2050,697000.0,2,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-12,H1,150,50550.0,2,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-13,H1,39,13143.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-14,H1,133,44821.0,2,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-15,H1,59,19883.0,2,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-17,H1,1829,638993.0,5,4
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-18,H1,610,213370.0,2,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-19,H1,30,10110.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-20,H1,167,57839.0,5,4
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-21,H1,21,7077.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-22,H1,81,28077.0,3,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-24,H1,20,6740.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-25,H1,775,270535.0,5,3
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-26,H1,60,21000.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-27,H1,10,3400.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-02-28,H1,2040,693600.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-02,H1,39,13143.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-03,H1,71,23927.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-04,H1,77,25949.0,2,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-05,H1,763,265711.0,4,3
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-06,H1,1110,388110.0,2,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-07,H1,610,213370.0,2,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-09,H1,30,10110.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-10,H1,82,28414.0,3,3
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-11,H1,106,36502.0,3,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-12,H1,81,28077.0,3,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-13,H1,755,263795.0,4,3
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-14,H1,100,34480.0,3,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-17,H1,2050,697000.0,2,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-18,H1,150,50550.0,2,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-19,H1,140,47600.0,3,3
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-21,H1,1020,346800.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-23,H1,40,13510.0,3,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-24,H1,1150,396370.0,3,3
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-25,H1,50,17150.0,2,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-26,H1,10,3450.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-27,H1,1048,356236.0,4,2
10057,DOOR HOLLOWCORE WHITE A GRADE,Toiletries,2025-06-28,H1,102,34760.0,4,3
10057,DOOR HOLLOWCORE WHITE A GRADE - 2PANEL,Toiletries,2025-02-07,H1,120,40800.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE - 2PANEL,Toiletries,2025-02-10,H1,50,17000.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE 2P & 4P,Toiletries,2025-02-12,H1,60,21000.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE 2P & 4P,Toiletries,2025-06-18,H1,60,21000.0,1,1
10057,DOOR HOLLOWCORE WHITE A GRADE 2P & 4P,Toiletries,2025-06-21,H1,60,21000.0,1,1
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-06,H1,162,11448.0,2,2
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-08,H1,94,7007.98,4,4
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-09,H1,12,864.0,1,1
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-10,H1,320,25201.6,6,6
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-11,H1,48,3504.0,1,1
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-13,H1,652,47590.0,9,9
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-14,H1,24,1812.0,2,2
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-15,H1,542,38378.4,3,3
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-16,H1,84,6132.0,1,1
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-17,H1,1014,74040.0,12,12
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-18,H1,974,70253.04000000001,6,6
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-20,H1,534,38316.0,4,4
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-21,H1,316,22853.5,3,3
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-22,H1,668,47834.0,7,7
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-23,H1,74,5343.98,2,2
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-24,H1,3016,238325.8,10,10
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-25,H1,120,8640.0,1,1
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-27,H1,372,27108.0,6,6
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-28,H1,134,9822.0,5,5
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-29,H1,52,3828.0,4,4
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-30,H1,1322,95322.0,11,10
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-01-31,H1,370,26746.0,4,4
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-01,H1,12,876.0,1,1
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-04,H1,12,876.0,1,1
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-06,H1,44,3168.0,2,2
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-07,H1,51,3678.0,5,5
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-08,H1,2,144.0,1,1
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-10,H1,12,912.0,1,1
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-11,H1,34,2448.0,2,2
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-12,H1,24,1746.0,4,4
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-13,H1,105,8369.0,2,2
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-17,H1,30,2172.0,3,3
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-18,H1,37,2850.5,3,3
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-19,H1,29,2113.0,5,5
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-20,H1,14,1008.0,3,3
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-21,H1,6,432.0,1,1
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-26,H1,50,3650.0,1,1
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-27,H1,117,8486.0,4,4
10057,PLAYBOY ROLL-ON ORIGINAL 6x50ML,Toiletries,2025-02-28,H1,12,876.0,1,1
